n,beta_n,one_quarter_minus_beta_n,n2_deficit_over_log2n2,four_beta_n
136,0.2488014564364144319804358335560868670259348033448740488982853852187151,0.001198543563585568019564166443913132974065196655125951101714614781284871,0.44131638378099013105500011792193778096764553874247,0.9952058257456577279217433342243474681037392133794961955931415408748605
137,0.2488142752248236530041259165806220609021143702180143112462780263860971,0.001185724775176346995874083419377939097885629781985688753721973613902879,0.44172208416858052989789838346902325799851245273439,0.9952571008992946120165036663224882436084574808720572449851121055443885
138,0.2488268726012011768289404555205805979201422144154742683263883457973510,0.001173127398798823171059544479419402079857785584525731673611654202649030,0.44212434245818366982609905652574629246998051475649,0.9953074904048047073157618220823223916805688576618970733055533831894039
139,0.2488392537711507040569236118055611821349283435559265456509883577097538,0.001160746228849295943076388194438817865071656444073454349011642290246201,0.44252324229919189603481652264345765852496825068422,0.9953570150846028162276944472222447285397133742237061826039534308390152
140,0.2488514239854972873978304069233491239305874221548507686549926186547570,0.001148576014502712602169593076650876069412577845149231345007381345243032,0.44291878807037005557764920377407354310955403054359,0.9954056959419891495913216276933964957223496886194030746199704746190279
141,0.2488633882307762352595619774092722868661951317895640391483978599645533,0.001136611769223764740438022590727713133804868210435960851602140035446739,0.44331102342911834450273289402649303846224709539628,0.9954535529231049410382479096370891474647805271582561565935914398582130
142,0.2488751513744702622944856235747875389746926398764387338772512092333785,0.001124848625529737705514376425212461025307360123561266122748790766621550,0.44369997869263356276100742247725699240599575545682,0.9955006054978810491779424942991501558987705595057549355090048369335138
143,0.2488867180965879830723617336428010118819561216402642174839040975473980,0.001113281903412016927638266357198988118043878359735782516095902452602049,0.44408569965971068453300612576498026478275767199149,0.9955468723863519322894469345712040475278244865610568699356163901895918
144,0.2488980930162532686313030575857498305957920280657199668465562191389048,0.001101906983746731368696942414250169404207971934280033153443780861095220,0.44446819964691085914220807063803192340402516349527,0.9955923720650130745252122303429993223831681122628798673862248765556191
145,0.2489092804865035913248478611773176570765554796420268460419929816684840,0.001090719513496408675152138822682342923444520357973153958007018331515990,0.44484754350030399722835936490169716267979734576523,0.9956371219460143652993914447092706283062219185681073841679719266739360
146,0.2489202848621036250979534582228894054660743721580173363207765753840737,0.001079715137896374902046541777110594533925627841982663679223424615926348,0.44522374212817865638839550792355496646947749588208,0.9956811394484145003918138328915576218642974886320693452831063015362946
147,0.2489311102827005476655045969060832336203038618472373370465331408817442,0.001068889717299452334495403093916766379696138152762662953466859118255831,0.44559684189070240136569975310518720858524239887892,0.9957244411308021906620183876243329344812154473889493481861325635269767
148,0.2489417607681301546871605739376303442439388404204376019711530233677122,0.001058239231869845312839426062369655756061159579562398028846976632287818,0.44596688835970808772615257462430726521039585632581,0.9957670430725206187486422957505213769757553616817504078846120934708487
149,0.2489522402706314751784194294972783532181371794544411121260952422121043,0.001047759729368524821580570502721646781862820545558887873904757787895720,0.44633390589343674246466150551368916719837121042424,0.9958089610825259007136777179891134128725487178177644485043809688484171
150,0.2489625525518660801745076022100337340490165037420783733670365229235156,0.001037447448133919825492397789966265950983496257921626632963477076484446,0.44669795124949803188171150149035739575998003226109,0.9958502102074643206980304088401349361960660149683134934681460916940622
151,0.2489727013479749141180224896782464724528554142315199599214090033219552,0.001027298652025085881977510321753527547144585768480040078590996678044763,0.44705904527230817423599444262359467421855007176942,0.9958908053918996564720899587129858898114216569260798396856360132878209
152,0.2489826902201135682782246249580989456217834459753897394267445514313137,0.001017309779886431721775375041901054378216554024610260573255448568686329,0.44741723838893819147877603210015232273889444874548,0.9959307608804542731128984998323957824871337839015589577069782057252547
153,0.2489925226581034304042533743181327578525592822607071664592667200371751,0.001007477341896569595746625681867242147440717739292833540733279962824866,0.44777256778473166322895319819865532620908597778981,0.9959700906324137216170134972725310314102371290428286658370668801487005
154,0.2490022020323072219293957794116856152262092438312566368871785314531745,0.0009977979676927780706042205883143847737907561687433631128214685468255156,0.44812507989818396479443706343370860538501428113416,0.9960088081292288877175831176467424609048369753250265475487141258126979
155,0.2490117316509746644551722514859049968688925985281929153520956224158835,0.0009882683490253355448277485140950031311074014718070846479043775841165113,0.44847480643098661554005501681441747186934075823865,0.9960469266038986578206890059436199874755703941127716614083824896635340
156,0.2490211146790504629058633024767734203037993585987585292342997198489083,0.0009788853209495370941366975232265796962006414012414707657002801510916830,0.44882180229819751492222498436386174322790882126723,0.9960844587162018516234532099070936812151974343950341169371988793956333
157,0.2490303542518414307304795892826064330172153113734095456186592954560272,0.0009696457481585692695204107173935669827846886265904543813407045439728118,0.44916609563738959681071195085420096049134938856301,0.9961214170073657229219183571304257320688612454936381824746371818241088
158,0.2490394533598955588315987846253689631725734933959157882038182807705293,0.0009605466401044411684012153746310368274265066040842117961817192294707088,0.44950774169418332966035105014885432543519453803493,0.9961578134395822353263951385014758526902939735836631528152731230821172
159,0.2490484149587062674440839526850320899836874947530281872362600542903721,0.0009515850412937325559160473149679100163125052469718127637399457096278780,0.44984677372721935521000101118854065650045617992016,0.9961936598348250697763358107401283599347499790121127489450402171614885
160,0.2490572418994154160418781824446892116544790445128020658106949335097955,0.0009427581005845839581218175553107883455209554871979341893050664902045198,0.45018323628656900172243642504046389652611827883595,0.9962289675976616641675127297787568466179161780512082632427797340391819
161,0.2490659369553030327131535619500042913028169506816218994925098094268864,0.0009340630446969672868464380499957086971830493183781005074901905731135882,0.45051717430228255592230503244501095487304619631388,0.9962637478212121308526142478000171652112678027264875979700392377075456
162,0.2490745028529508032669627673336399228559264714836351618066658727961486,0.0009254971470491967330372326663600771440735285163648381933341272038513590,0.45084861916309137346208560816859488698533625690066,0.9962980114118032130678510693345596914237058859345406472266634911845946
163,0.2490829421983081422522307878987792431144819636710375044080573438610049,0.0009170578016918577477692121012207568855180363289624955919426561389951305,0.45117762562147693417278133564596360252539070908405,0.9963317687932325690089231515951169724579278546841500176322293754440195
164,0.2490912575876509131194068106216138717371678825653036240980982063984114,0.0009087424123490868805931893783861282628321174346963759019017936015886111,0.45150421900840658100208643968413045243493254779054,0.9963650303506036524776272424864554869486715302612144963923928255936456
165,0.2490994514867530181256027236387034836252201617559884408893476066019692,0.0009005485132469818743972763612965163747798382440115591106523933980308313,0.45182845553000960137841811360970773214915683278296,0.9963978059470120725024108945548139345008806470239537635573904264078767
166,0.2491075263634820200773665942647008805359390467759829608628406924968076,0.0008924736365179799226334057352991194640609532240170391371593075031924015,0.45215035773070403727819841094509167612358043019834,0.9964301054539280803094663770588035221437561871039318434513627699872304
167,0.2491154845674111398900338768512663133862118552972306916321689693167507,0.0008845154325888601099661231487336866137881447027693083678310306832493160,0.45246997549539847040321508471757610245120892210779,0.9964619382696445595601355074050652535448474211889227665286758772670027
168,0.2491233284213910594688871872055535586606779311626232865209912949442170,0.0008766715786089405311128127944464413393220688373767134790087050557830491,0.45278734114686529073659920157419603751611096835528,0.9964933136855642378755487488222142346427117246504931460839651797768678
169,0.2491310601734219769577975751000790679898271491707447843999393607070286,0.0008689398265780230422024248999209320101728508292552156000606392929713553,0.45310249470079618043982235029646740413940269468498,0.9965242406936879078311903004003162719593085966829791375997574428281146
170,0.2491386820261946379951074852541196725877174016118712072665320306559963,0.0008613179738053620048925147458803274122825983881287927334679693440036893,0.45341546968149442865698930371250201202307077409491,0.9965547281047785519804299410164786903508696064474848290661281226239852
171,0.2491461961243947121321084171962079926982123052887136603454632407026873,0.0008538038756052878678915828037920073017876947112863396545367592973126842,0.45372630052084057576809867445324427447959515866483,0.9965847844975788485284336687848319707928492211548546413818529628107493
172,0.2491536045582935981544391286415279088315124850990325117765327603236704,0.0008463954417064018455608713584720911684875149009674882234672396763296338,0.45403502161779230374966523401971806462850706525713,0.9966144182331743926177565145661116353260499403961300471061310412946815
173,0.2491609093616397580766015589204951920390443203530581708186551324427912,0.0008390906383602419233984410795048079609556796469418291813448675572088003,0.45434166939409086829715855546235605652316144496859,0.9966436374465590323064062356819807681561772814122326832746205297711648
174,0.2491681125317346101803246681002688596697255285034933771170182588984179,0.0008318874682653898196753318997311403302744714965066228829817411015820840,0.45464627230701404626073905691697744297771177665078,0.9966724501269384407212986724010754386789021140139735084680730355936717
175,0.2491752160051236603574427307049892679124032906995836965761521145710115,0.0008247839948763396425572692950107320875967093004163034238478854289885277,0.45494886475149496716838613652725661061682117992380,0.9967008640204946414297709228199570716496131627983347863046084582840459
176,0.2491822216840307860623663286926867246486302432544153887070962110774060,0.0008177783159692139376336713073132753513697567455846112929037889225940089,0.45524947346899071963862048437252604666533262332190,0.9967288867361231442494653147707468985945209730176615548283848443096240
177,0.2491891314114266146671157653912735434026700372134718767619498909068236,0.0008108685885733853328842346087264565973299627865281232380501090931763870,0.45554813202211345294426022066801324969472293842186,0.9967565256457064586684630615650941736106801488538875070477995636272945
178,0.2491959470019459551477679922929870705389596499665884239079004486650232,0.0008040529980540448522320077070129294610403500334115760920995513349768190,0.45584486438552775941759256534635810694565932597339,0.9967837880077838205910719691719482821558385998663536956316017946600927
179,0.2492026702142006885213834796212130899781980498155580969808614515905897,0.0007973297857993114786165203787869100218019501844419030191385484094103197,0.45613970112666310040011157501474599280942486600122,0.9968106808568027540855339184848523599127921992622323879234458063623587
180,0.2492093027745775562780886490745699790987214870269083943139820619030580,0.0007906972254224437219113509254300209012785129730916056860179380969420092,0.45643266673490515199223345203234820875487643831039,0.9968372110983102251123545962982799163948859481076335772559282476122320
181,0.2492158463642663534603586745509274290383527392418058816957314813403351,0.0007841536357336465396413254490725709616472607581941183042685186596648524,0.45672378764353229525594514876636421000005452135156,0.9968633854570654138414346982037097161534109569672235267829259253613406
182,0.2492223026291719509992451676683000580219582247994544651896242953619432,0.0007776973708280490007548323316999419780417752005455348103757046380568399,0.45701308721984920405040229237987924313542442376243,0.9968892105166878039969806706732002320878328991978178607584971814477726
183,0.2492286731723191074017109815680300402787374628341671214440887184080341,0.0007713268276808925982890184319699597212625371658328785559112815919659326,0.45730059083830233463912488887773275642999196935738,0.9969146926892764296068439262721201611149498513366684857763548736321363
184,0.2492349595662539683983193127069870223503778819967209419957573835704994,0.0007650404337460316016806872930129776496221180032790580042426164295006020,0.45758631924352549762002235962853897293152461508805,0.9969398382650158735932772508279480894015115279868837679830295342819976
185,0.2492411633445153449075970113153585170456009790735564352256761983992025,0.0007588366554846550924029886846414829543990209264435647743238016007974740,0.45787029416409248404557605305328955698065249605209,0.9969646533780613796303880452614340681824039162942257409027047935968101
186,0.2492472860035549458051470033746521890044640034322931264121829572113209,0.0007527139964450541948529966253478109955359965677068735878170427886790752,0.45815253784653272734587661733497386567197598889443,0.9969891440142197832205880134986087560178560137291725056487318288452837
187,0.2492533290095373869692448083766373618680097086796782412652290658611666,0.0007466709904626130307551916233626381319902913203217587347709341388334332,0.45843306954445612905168049485844073523679365201136,0.9970133160381495478769792335065494474720388347187129650609162634446663
188,0.2492592937969080393664660729677643098031610555368167222856166364757695,0.0007407062030919606335339270322356901968389444631832777143833635242305057,0.45871190690032109597023896350044965141480059417543,0.9970371751876321574658642918710572392126442221472668891424665459030780
189,0.2492651817632622437041388768055826771262064670264394508063093415134643,0.0007348182367377562958611231944173228737935329735605491936906584865356565,0.45898906969302239151305496616378622253917437516774,0.9970607270530489748165555072223307085048258681057578032252373660538574
190,0.2492709942747853390882332402322350388224719387994200824905261567359304,0.0007290057252146609117667597677649611775280612005799175094738432640696200,0.45926457710097165085711659490618163038121512195971,0.9970839770991413563529329609289401552898877551976803299621046269437215
191,0.2492767326718381853356117850425526886883544666718389994037527589152755,0.0007232673281618146643882149574473113116455333281610005962472410847244980,0.45953844470865364400465593505747877052876481462760,0.9971069306873527413424471401702107547534178666873559976150110356611020
192,0.2492823982640743603621091852248420588795867066172223677156114217185005,0.0007176017359256396378908147751579411204132933827776322843885782814995382,0.45981068804988958930936771981576879249141735477722,0.9971295930562974414484367408993682355183468264688894708624456868740018
193,0.2492879923279555497103356268481658668951599682474906096457605570011514,0.0007120076720444502896643731518341331048400317525093903542394429988486140,0.46008132476831205603397124130607869155737881326232,0.9971519693118221988413425073926634675806398729899624385830422280046055
194,0.2492935161134470400150686220666617792722841644532404987751314437227813,0.0007064838865529599849313779333382207277158355467595012248685562772186692,0.46035037088657679061960232333106862000574477124703,0.9971740644537881600602744882666471170891366578129619951005257748911253
195,0.2492989708469744952359993372370463516737449782807715978948746556987269,0.0007010291530255047640006627629536483262550217192284021051253443012731405,0.46061783932334664835864318066498366969663414081570,0.9971958833878979809439973489481854066949799131230863915794986227949074
196,0.2493043577239778662955029830712639895008538288545520407168417823178563,0.0006956422760221337044970169287360104991461711454479592831582176821437059,0.46088374521374927496630765899466563165648887992404,0.9972174308959114651820119322850559580034153154182081628673671292714252
197,0.2493096779132204477482028501888362841229709405166671662005042123700384,0.0006903220867795522517971498111637158770290594833328337994957876299615834,0.46114810362985510724178182264045759229121574620030,0.9972387116528817909928114007553451364918837620666686648020168494801537
198,0.2493149325616504427588420670538443102842716454514306051085071694338165,0.0006850674383495572411579329461556897157283545485693948914928305661834527,0.46141092679612767346084387993625206108772088249535,0.9972597302466017710353682682153772411370865818057224204340286777352662
199,0.2493201227887690544202221230816207920596308805964852405117284693659498,0.0006798772112309455797778769183792079403691194035147594882715306340502411,0.46167222827755713450882781326273198778031486336906,0.9972804911550762176808884923264831682385235223859409620469138774637990
200,0.2493252496900150954205295628736407757369781231044459494409021153530303,0.0006747503099849045794704371263592242630218768955540505590978846469696661,0.46193202118934562510627284992610728269322085613994,0.9973009987600603816821182514945631029479124924177837977636084614121213
