entry_kind,source_revision,source_path,source_sha256,source_bytes,source_disposition,live_path,live_sha256,live_bytes,provenance_note
pinned-source,73f0b373126ef22a3b5dccadfa7b99d61d445345,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_dyadic_interpolation_report/data/piecewise_cubic_errors.csv,cffac3c0e501feea80493540aa52bee130b93c56d66c90007862e992c6308ee5,296,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/fabius_dyadic_interpolation_report/data/piecewise_cubic_errors.csv,cffac3c0e501feea80493540aa52bee130b93c56d66c90007862e992c6308ee5,296,Byte-identical payload retained from the pinned source tree.
pinned-source,73f0b373126ef22a3b5dccadfa7b99d61d445345,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_dyadic_interpolation_report/fabius_dyadic_interpolation_experiments.py,3c75fb7a7b11e6f0caf67ec6a5f73afb6b78dcf89dd42c0ea09313ec319d3f1a,27007,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/fabius_dyadic_interpolation_report/fabius_dyadic_interpolation_experiments.py,3c75fb7a7b11e6f0caf67ec6a5f73afb6b78dcf89dd42c0ea09313ec319d3f1a,27007,Byte-identical payload retained from the pinned source tree.
pinned-source,73f0b373126ef22a3b5dccadfa7b99d61d445345,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_dyadic_interpolation_report/figures/balancing_law.png,cf0ce48f653e802aad624cc6a7c398f266974058ffb40866aad301f57362d648,91916,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/fabius_dyadic_interpolation_report/figures/balancing_law.png,cf0ce48f653e802aad624cc6a7c398f266974058ffb40866aad301f57362d648,91916,Byte-identical payload retained from the pinned source tree.
pinned-source,73f0b373126ef22a3b5dccadfa7b99d61d445345,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_dyadic_interpolation_report/figures/cardinal_modes_N64.png,83d6bd4cad038136f8fccf3e2f9e3de2e9828e2b2857f523567f8a3ebaef0fa8,104087,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/fabius_dyadic_interpolation_report/figures/cardinal_modes_N64.png,83d6bd4cad038136f8fccf3e2f9e3de2e9828e2b2857f523567f8a3ebaef0fa8,104087,Byte-identical payload retained from the pinned source tree.
pinned-source,73f0b373126ef22a3b5dccadfa7b99d61d445345,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_dyadic_interpolation_report/figures/fabius_N32_interpolants.png,e86c035f2c0968017f4cff20d475a7033ea1b2d9a5829769ebdbc4b147dc227b,57273,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/fabius_dyadic_interpolation_report/figures/fabius_N32_interpolants.png,e86c035f2c0968017f4cff20d475a7033ea1b2d9a5829769ebdbc4b147dc227b,57273,Byte-identical payload retained from the pinned source tree.
pinned-source,73f0b373126ef22a3b5dccadfa7b99d61d445345,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_dyadic_interpolation_report/figures/global_vs_local.png,aa55fa2e94d6ec1244493c7642c62de7f460d49c09a877c0dfe981925944f04d,77669,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/fabius_dyadic_interpolation_report/figures/global_vs_local.png,aa55fa2e94d6ec1244493c7642c62de7f460d49c09a877c0dfe981925944f04d,77669,Byte-identical payload retained from the pinned source tree.
pinned-source,73f0b373126ef22a3b5dccadfa7b99d61d445345,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_dyadic_interpolation_report/figures/jet_order_scan_N64.png,10bdb3b0ce3d35d0ffd1ceb429ea6668c3f4a6995b4f8a622f0a9fbe44a974d9,93927,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/fabius_dyadic_interpolation_report/figures/jet_order_scan_N64.png,10bdb3b0ce3d35d0ffd1ceb429ea6668c3f4a6995b4f8a622f0a9fbe44a974d9,93927,Byte-identical payload retained from the pinned source tree.
pinned-source,73f0b373126ef22a3b5dccadfa7b99d61d445345,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_dyadic_interpolation_report/figures/up_N32_interpolants.png,a5b720036010d652f5cfe88c812d2d8924d0229a4f6754585e7e6943d4044ab8,61317,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/fabius_dyadic_interpolation_report/figures/up_N32_interpolants.png,a5b720036010d652f5cfe88c812d2d8924d0229a4f6754585e7e6943d4044ab8,61317,Byte-identical payload retained from the pinned source tree.
pinned-source,73f0b373126ef22a3b5dccadfa7b99d61d445345,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_interpolation_report/data/endpoint_derivative_defects.csv,63ceb34923a928fb5d9e2f683cf180272436b90e21272d77fac8a429b6ffa4b5,864,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/fabius_interpolation_report/data/endpoint_derivative_defects.csv,63ceb34923a928fb5d9e2f683cf180272436b90e21272d77fac8a429b6ffa4b5,864,Byte-identical payload retained from the pinned source tree.
pinned-source,73f0b373126ef22a3b5dccadfa7b99d61d445345,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_interpolation_report/data/fabius_N128_ordinary.csv,0bd767aeea5291b908e660a5c8e028a0711253da0418e850e025726bda8f4d26,258,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/fabius_interpolation_report/data/fabius_N128_ordinary.csv,0bd767aeea5291b908e660a5c8e028a0711253da0418e850e025726bda8f4d26,258,Byte-identical payload retained from the pinned source tree.
pinned-source,73f0b373126ef22a3b5dccadfa7b99d61d445345,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_interpolation_report/data/fabius_N16.csv,7a87105460ea22a74fe070ad4354bfe19e4e3e41c5568b1839aff0a6aae299cd,1642,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/fabius_interpolation_report/data/fabius_N16.csv,7a87105460ea22a74fe070ad4354bfe19e4e3e41c5568b1839aff0a6aae299cd,1642,Byte-identical payload retained from the pinned source tree.
pinned-source,73f0b373126ef22a3b5dccadfa7b99d61d445345,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_interpolation_report/data/fabius_N32.csv,719d5da66d1a6784242fc63bff714bb63ce1dd44dabf4f037b37c360fb385fb8,2084,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/fabius_interpolation_report/data/fabius_N32.csv,719d5da66d1a6784242fc63bff714bb63ce1dd44dabf4f037b37c360fb385fb8,2084,Byte-identical payload retained from the pinned source tree.
pinned-source,73f0b373126ef22a3b5dccadfa7b99d61d445345,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_interpolation_report/data/fabius_N4_ordinary.csv,675cf33bcf5c361fc1169e43d0aadeb66069b21e00b08b699a883af41a1eb5e2,260,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/fabius_interpolation_report/data/fabius_N4_ordinary.csv,675cf33bcf5c361fc1169e43d0aadeb66069b21e00b08b699a883af41a1eb5e2,260,Byte-identical payload retained from the pinned source tree.
pinned-source,73f0b373126ef22a3b5dccadfa7b99d61d445345,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_interpolation_report/data/fabius_N64_a.csv,b4e4301ccb03b29bed0504ee5618b24a4a45958ca08a2ed1f0017f35b3c3f2a9,2170,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/fabius_interpolation_report/data/fabius_N64_a.csv,b4e4301ccb03b29bed0504ee5618b24a4a45958ca08a2ed1f0017f35b3c3f2a9,2170,Byte-identical payload retained from the pinned source tree.
pinned-source,73f0b373126ef22a3b5dccadfa7b99d61d445345,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_interpolation_report/data/fabius_N64_b.csv,12810de0ca8dde5c0218bb746604b5f2715f542b82280e06d63bfc597462c6c2,1873,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/fabius_interpolation_report/data/fabius_N64_b.csv,12810de0ca8dde5c0218bb746604b5f2715f542b82280e06d63bfc597462c6c2,1873,Byte-identical payload retained from the pinned source tree.
pinned-source,73f0b373126ef22a3b5dccadfa7b99d61d445345,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_interpolation_report/data/fabius_N8.csv,d446a77d34aa5ca91e81624f5737facfec0b545640bbb9eca16dc9a4252bb5a0,1167,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/fabius_interpolation_report/data/fabius_N8.csv,d446a77d34aa5ca91e81624f5737facfec0b545640bbb9eca16dc9a4252bb5a0,1167,Byte-identical payload retained from the pinned source tree.
pinned-source,73f0b373126ef22a3b5dccadfa7b99d61d445345,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_interpolation_report/data/fabius_endpoint_flat.csv,569d59c3c30e0a3cad5445e3730ca524d6b74a4cc50d207cc2230520bf914e96,8524,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/fabius_interpolation_report/data/fabius_endpoint_flat.csv,569d59c3c30e0a3cad5445e3730ca524d6b74a4cc50d207cc2230520bf914e96,8524,Byte-identical payload retained from the pinned source tree.
pinned-source,73f0b373126ef22a3b5dccadfa7b99d61d445345,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_interpolation_report/data/hermite_first_derivative.csv,ca9ee2883d0196a8def2cc81065faa3bc3280f60f0f6f67806be3b4318bbd76c,598,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/fabius_interpolation_report/data/hermite_first_derivative.csv,ca9ee2883d0196a8def2cc81065faa3bc3280f60f0f6f67806be3b4318bbd76c,598,Byte-identical payload retained from the pinned source tree.
pinned-source,73f0b373126ef22a3b5dccadfa7b99d61d445345,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_interpolation_report/data/jet_order_predictions.csv,4c1a95eee48c4f7bb9129b173b3d12da3016028580172e26aad062874fda9eb4,1528,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/fabius_interpolation_report/data/jet_order_predictions.csv,4c1a95eee48c4f7bb9129b173b3d12da3016028580172e26aad062874fda9eb4,1528,Byte-identical payload retained from the pinned source tree.
pinned-source,73f0b373126ef22a3b5dccadfa7b99d61d445345,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_interpolation_report/data/lebesgue_N64.csv,3bfd2fcbf4b257c731dacabf397378e66798e7da2e0a153b1addf7d844b9d248,2952,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/fabius_interpolation_report/data/lebesgue_N64.csv,3bfd2fcbf4b257c731dacabf397378e66798e7da2e0a153b1addf7d844b9d248,2952,Byte-identical payload retained from the pinned source tree.
pinned-source,73f0b373126ef22a3b5dccadfa7b99d61d445345,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_interpolation_report/data/lebesgue_N64_a.csv,f538d3333a1bc182cd20a55ad700e8c227d0fe0a7f7dbf3c8c56ac92ded6453c,1591,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/fabius_interpolation_report/data/lebesgue_N64_a.csv,f538d3333a1bc182cd20a55ad700e8c227d0fe0a7f7dbf3c8c56ac92ded6453c,1591,Byte-identical payload retained from the pinned source tree.
pinned-source,73f0b373126ef22a3b5dccadfa7b99d61d445345,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_interpolation_report/data/lebesgue_N64_b.csv,5bbce67a6bebb16967cf2bba607161982bfd63439fbb34816bd569fb800bccd5,1455,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/fabius_interpolation_report/data/lebesgue_N64_b.csv,5bbce67a6bebb16967cf2bba607161982bfd63439fbb34816bd569fb800bccd5,1455,Byte-identical payload retained from the pinned source tree.
pinned-source,73f0b373126ef22a3b5dccadfa7b99d61d445345,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_interpolation_report/data/up_N16.csv,1fecffbd8db32fc13bc0f2431886b1582c4178680318b3fb39e5d9a72c7a301a,1645,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/fabius_interpolation_report/data/up_N16.csv,1fecffbd8db32fc13bc0f2431886b1582c4178680318b3fb39e5d9a72c7a301a,1645,Byte-identical payload retained from the pinned source tree.
pinned-source,73f0b373126ef22a3b5dccadfa7b99d61d445345,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_interpolation_report/data/up_N32.csv,b3b77d7f0feee66429b1070faf80581728db4960ca616160bcfe88069647db20,2573,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/fabius_interpolation_report/data/up_N32.csv,b3b77d7f0feee66429b1070faf80581728db4960ca616160bcfe88069647db20,2573,Byte-identical payload retained from the pinned source tree.
pinned-source,73f0b373126ef22a3b5dccadfa7b99d61d445345,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_interpolation_report/data/up_N64_a.csv,1c39ebf3b64e90fa2200520ef72b18ad9e626b9a4483b1e28968b79e5f4c244a,1665,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/fabius_interpolation_report/data/up_N64_a.csv,1c39ebf3b64e90fa2200520ef72b18ad9e626b9a4483b1e28968b79e5f4c244a,1665,Byte-identical payload retained from the pinned source tree.
pinned-source,73f0b373126ef22a3b5dccadfa7b99d61d445345,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_interpolation_report/data/up_N64_b.csv,2ffd61c91b5ca75e6ea5c42581683f1f9417346483c2dbfd634f14399b5972d0,1469,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/fabius_interpolation_report/data/up_N64_b.csv,2ffd61c91b5ca75e6ea5c42581683f1f9417346483c2dbfd634f14399b5972d0,1469,Byte-identical payload retained from the pinned source tree.
pinned-source,73f0b373126ef22a3b5dccadfa7b99d61d445345,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_interpolation_report/data/up_N8.csv,3abce61dba308c5272c86e915b6a859f1d420ebc212bdce7fb082a0bf81ae46a,1099,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/fabius_interpolation_report/data/up_N8.csv,3abce61dba308c5272c86e915b6a859f1d420ebc212bdce7fb082a0bf81ae46a,1099,Byte-identical payload retained from the pinned source tree.
pinned-source,73f0b373126ef22a3b5dccadfa7b99d61d445345,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_interpolation_report/data/up_endpoint_flat.csv,4c18ae69652cd5ff033191b23ce5b7f89d2a08b0c06d65e011f5a7e84b4a9c66,8039,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/fabius_interpolation_report/data/up_endpoint_flat.csv,4c18ae69652cd5ff033191b23ce5b7f89d2a08b0c06d65e011f5a7e84b4a9c66,8039,Byte-identical payload retained from the pinned source tree.
pinned-source,73f0b373126ef22a3b5dccadfa7b99d61d445345,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_interpolation_report/numerical_experiments.py,df9e8716c04aec5104a8e26bc1b1d1900917cba901ec9efc06d43439fb422f6b,30708,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/fabius_interpolation_report/numerical_experiments.py,df9e8716c04aec5104a8e26bc1b1d1900917cba901ec9efc06d43439fb422f6b,30708,Byte-identical payload retained from the pinned source tree.
pinned-source,73f0b373126ef22a3b5dccadfa7b99d61d445345,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_interpolation_report/reproduce_all.py,d9b812e04b9952d891fcacda8c7d0401e6c5752e633ce41fb9cb111448fcbd40,6607,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/fabius_interpolation_report/reproduce_all.py,d9b812e04b9952d891fcacda8c7d0401e6c5752e633ce41fb9cb111448fcbd40,6607,Byte-identical payload retained from the pinned source tree.
pinned-source,73f0b373126ef22a3b5dccadfa7b99d61d445345,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_interpolation_report/requirements.txt,2eed6e31761a4255209902ef4eefc6c7a0c8e3d8290e458cc41236bafac00d40,28,retained-deduplicated-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/shared/requirements-mpmath-matplotlib.txt,2eed6e31761a4255209902ef4eefc6c7a0c8e3d8290e458cc41236bafac00d40,28,Byte-identical source row shares the single canonical requirements payload; both historical provenance rows are retained.
pinned-source,73f0b373126ef22a3b5dccadfa7b99d61d445345,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_ruffa_phase_calculus/experiments.py,b14eeefe969f355f87ec64baa91222533401e76df287a0262668f9eaa329e904,17168,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/fabius_ruffa_phase_calculus/experiments.py,b14eeefe969f355f87ec64baa91222533401e76df287a0262668f9eaa329e904,17168,Byte-identical payload retained from the pinned source tree.
pinned-source,73f0b373126ef22a3b5dccadfa7b99d61d445345,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_ruffa_phase_calculus/moment_table.csv,a9bceea68520c7d06662f527808c0987e6e203c37184d304c098f144c52e73cc,1163,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/fabius_ruffa_phase_calculus/moment_table.csv,a9bceea68520c7d06662f527808c0987e6e203c37184d304c098f144c52e73cc,1163,Byte-identical payload retained from the pinned source tree.
pinned-source,73f0b373126ef22a3b5dccadfa7b99d61d445345,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_ruffa_phase_calculus/numerical_checks.csv,6afd595f359f97acc65fde58d85180722e6d995797626340df2e022dd37052ac,7041,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/fabius_ruffa_phase_calculus/numerical_checks.csv,6afd595f359f97acc65fde58d85180722e6d995797626340df2e022dd37052ac,7041,Byte-identical payload retained from the pinned source tree.
pinned-source,73f0b373126ef22a3b5dccadfa7b99d61d445345,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_ruffa_phase_calculus/phase_defect.png,c2b79ebf79dd0cd169c7cb14b4a1f0285930c9c562e8346c3e1959e228baad28,153208,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/fabius_ruffa_phase_calculus/phase_defect.png,c2b79ebf79dd0cd169c7cb14b4a1f0285930c9c562e8346c3e1959e228baad28,153208,Byte-identical payload retained from the pinned source tree.
pinned-source,73f0b373126ef22a3b5dccadfa7b99d61d445345,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_rvachev_exhaustion_euler_maclaurin_bundle/exact_moments.csv,774ebd5cc8213687b949759adbab4c88bca6aca937498d2fdbf171e56a7156d7,429,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/fabius_rvachev_exhaustion_euler_maclaurin_bundle/exact_moments.csv,774ebd5cc8213687b949759adbab4c88bca6aca937498d2fdbf171e56a7156d7,429,Byte-identical payload retained from the pinned source tree.
pinned-source,73f0b373126ef22a3b5dccadfa7b99d61d445345,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_rvachev_exhaustion_euler_maclaurin_bundle/first_defect.csv,49119ad32ff99487f157e350d7bffcab8982babbca282f97be88cbe294d05232,375,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/fabius_rvachev_exhaustion_euler_maclaurin_bundle/first_defect.csv,49119ad32ff99487f157e350d7bffcab8982babbca282f97be88cbe294d05232,375,Byte-identical payload retained from the pinned source tree.
pinned-source,73f0b373126ef22a3b5dccadfa7b99d61d445345,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_rvachev_exhaustion_euler_maclaurin_bundle/verification_summary.csv,18be679880eacb605eb5f810aff5c3a0d93fb26975b80504027674fe2373b848,2112,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/fabius_rvachev_exhaustion_euler_maclaurin_bundle/verification_summary.csv,18be679880eacb605eb5f810aff5c3a0d93fb26975b80504027674fe2373b848,2112,Byte-identical payload retained from the pinned source tree.
pinned-source,73f0b373126ef22a3b5dccadfa7b99d61d445345,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_rvachev_exhaustion_euler_maclaurin_bundle/verify_fabius_rvachev_quadrature.py,85b4b66838da625682375e8f3b9e41801746c3f411bd86083d3acb722c5de410,13986,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/fabius_rvachev_exhaustion_euler_maclaurin_bundle/verify_fabius_rvachev_quadrature.py,85b4b66838da625682375e8f3b9e41801746c3f411bd86083d3acb722c5de410,13986,Byte-identical payload retained from the pinned source tree.
