source_key,source_package,source_file,source_line,source_label,source_kind,source_title,source_chapter,source_section_path,source_proof_present,canonical_label,canonical_status,disposition_notes
q_pochhammer_q_binomial_monograph:thm:pentagonal,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,4054,thm:pentagonal,theorem,Pentagonal number theorem,Jacobi's triple product,Theta products and partition identities / Jacobi's triple product / Euler's pentagonal number theorem,yes,thm:pentagonal,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:cor:euler-partition-recurrence,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,4076,cor:euler-partition-recurrence,corollary,Euler's partition recurrence,Jacobi's triple product,Theta products and partition identities / Jacobi's triple product / Euler's pentagonal number theorem,yes,cor:euler-partition-recurrence,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:thm:jacobi-cubic,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,4095,thm:jacobi-cubic,theorem,Jacobi identity,Jacobi's triple product,Theta products and partition identities / Jacobi's triple product / Jacobi's cubic identity,yes,thm:jacobi-cubic,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:cor:qgamma-theta,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,4121,cor:qgamma-theta,corollary,,Jacobi's triple product,Theta products and partition identities / Jacobi's triple product / A theta form of the \texorpdfstring{$q$,yes,cor:qgamma-theta,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:thm:partition-products,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,4145,thm:partition-products,theorem,Basic partition products,Partitions and product--sum identities,"Theta products and partition identities / Partitions and product--sum identities / Unrestricted, distinct, and odd parts",yes,thm:partition-products,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:prop:bounded-partitions,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,4172,prop:bounded-partitions,proposition,,Partitions and product--sum identities,Theta products and partition identities / Partitions and product--sum identities / Bounded partitions,yes,prop:bounded-partitions,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:cor:durfee-all,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,4185,cor:durfee-all,corollary,Durfee decomposition of all partitions,Partitions and product--sum identities,Theta products and partition identities / Partitions and product--sum identities / Bounded partitions,yes,cor:durfee-all,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:prop:partition-stabilization,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,4198,prop:partition-stabilization,proposition,,Partitions and product--sum identities,Theta products and partition identities / Partitions and product--sum identities / Finite approximations and stabilization,yes,prop:partition-stabilization,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:unlabelled-definition-012,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,4218,,definition,,Bailey pairs and the Rogers--Ramanujan identities,Theta products and partition identities / Bailey pairs and the Rogers--Ramanujan identities / Bailey pairs,no,qg:def-bailey-pair,not applicable,Assigned the stable canonical destination qg:def-bailey-pair to this historically unlabeled source result.
q_pochhammer_q_binomial_monograph:lem:qdiff-annihilation,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,4228,lem:qdiff-annihilation,lemma,$q$-difference annihilation,Bailey pairs and the Rogers--Ramanujan identities,Theta products and partition identities / Bailey pairs and the Rogers--Ramanujan identities / Bailey inversion,yes,lem:qdiff-annihilation,Lean-proved,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:thm:bailey-inversion,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,4261,thm:bailey-inversion,theorem,Bailey inversion,Bailey pairs and the Rogers--Ramanujan identities,Theta products and partition identities / Bailey pairs and the Rogers--Ramanujan identities / Bailey inversion,yes,thm:bailey-inversion,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:cor:unit-bailey-pairs,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,4302,cor:unit-bailey-pairs,corollary,Two unit Bailey pairs,Bailey pairs and the Rogers--Ramanujan identities,Theta products and partition identities / Bailey pairs and the Rogers--Ramanujan identities / Bailey inversion,yes,cor:unit-bailey-pairs,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:lem:bailey-aux,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,4333,lem:bailey-aux,lemma,Auxiliary finite identity,Bailey pairs and the Rogers--Ramanujan identities,Theta products and partition identities / Bailey pairs and the Rogers--Ramanujan identities / The limiting Bailey lemma,yes,lem:bailey-aux,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:thm:bailey-limit-finite,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,4349,thm:bailey-limit-finite,theorem,"Limiting Bailey lemma, finite form",Bailey pairs and the Rogers--Ramanujan identities,Theta products and partition identities / Bailey pairs and the Rogers--Ramanujan identities / The limiting Bailey lemma,yes,thm:bailey-limit-finite,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:cor:bailey-limit-infinite,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,4384,cor:bailey-limit-infinite,corollary,"Limiting Bailey lemma, infinite form",Bailey pairs and the Rogers--Ramanujan identities,Theta products and partition identities / Bailey pairs and the Rogers--Ramanujan identities / The limiting Bailey lemma,yes,cor:bailey-limit-infinite,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:thm:rogers-ramanujan,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,4415,thm:rogers-ramanujan,theorem,Rogers--Ramanujan,Bailey pairs and the Rogers--Ramanujan identities,Theta products and partition identities / Bailey pairs and the Rogers--Ramanujan identities / The Rogers--Ramanujan identities,yes,thm:rogers-ramanujan,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:thm:cyclotomic-pochhammer,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,4495,thm:cyclotomic-pochhammer,theorem,Cyclotomic factorization of a shifted factorial,Cyclotomic factorization and congruences,Cyclotomic arithmetic and extended indices / Cyclotomic factorization and congruences / Cyclotomic valuations and carries,yes,thm:cyclotomic-pochhammer,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:cor:squarefree-cyclotomic,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,4527,cor:squarefree-cyclotomic,corollary,Square-free cyclotomic structure,Cyclotomic factorization and congruences,Cyclotomic arithmetic and extended indices / Cyclotomic factorization and congruences / Cyclotomic valuations and carries,yes,cor:squarefree-cyclotomic,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:unlabelled-example-003,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,4542,,example,,Cyclotomic factorization and congruences,Cyclotomic arithmetic and extended indices / Cyclotomic factorization and congruences / Cyclotomic valuations and carries,no,,not applicable,Retained as the unlabeled canonical example 'line 4542'; the historical source line and section path identify it exactly.
q_pochhammer_q_binomial_monograph:cor:q-catalan,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,4550,cor:q-catalan,corollary,MacMahon's $q$-Catalan polynomial,Cyclotomic factorization and congruences,Cyclotomic arithmetic and extended indices / Cyclotomic factorization and congruences / Cyclotomic valuations and carries,yes,cor:q-catalan,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:lem:root-block,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,4615,lem:root-block,lemma,A complete root-of-unity block,Cyclotomic factorization and congruences,Cyclotomic arithmetic and extended indices / Cyclotomic factorization and congruences / The \texorpdfstring{$q$,yes,lem:root-block,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:thm:q-lucas,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,4627,thm:q-lucas,theorem,$q$-Lucas,Cyclotomic factorization and congruences,Cyclotomic arithmetic and extended indices / Cyclotomic factorization and congruences / The \texorpdfstring{$q$,yes,thm:q-lucas,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:cor:qminusone,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,4675,cor:qminusone,corollary,Evaluation at $q=-1$,Cyclotomic factorization and congruences,Cyclotomic arithmetic and extended indices / Cyclotomic factorization and congruences / The \texorpdfstring{$q$,yes,cor:qminusone,Lean-proved,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:thm:csp-subsets,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,4714,thm:csp-subsets,theorem,Cyclic sieving for $k$-subsets,Cyclotomic factorization and congruences,Cyclotomic arithmetic and extended indices / Cyclotomic factorization and congruences / Cyclic sieving for subsets,yes,thm:csp-subsets,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:thm:q-babbage,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,4744,thm:q-babbage,theorem,$q$-Babbage congruence,Cyclotomic factorization and congruences,Cyclotomic arithmetic and extended indices / Cyclotomic factorization and congruences / A \texorpdfstring{$q$,yes,thm:q-babbage,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:cor:babbage-derivative,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,4792,cor:babbage-derivative,corollary,Primitive-root value and derivative,Cyclotomic factorization and congruences,Cyclotomic arithmetic and extended indices / Cyclotomic factorization and congruences / A \texorpdfstring{$q$,yes,cor:babbage-derivative,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:unlabelled-definition-013,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,4810,,definition,,Negative upper indices and geometric Newton interpolation,Cyclotomic arithmetic and extended indices / Negative upper indices and geometric Newton interpolation / Generalized Gaussian coefficients,no,,not applicable,Retained as the unlabeled canonical definition 'line 4810'; the historical source line and section path identify it exactly.
q_pochhammer_q_binomial_monograph:prop:negative-gaussian,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,4820,prop:negative-gaussian,proposition,Negative-index reflection,Negative upper indices and geometric Newton interpolation,Cyclotomic arithmetic and extended indices / Negative upper indices and geometric Newton interpolation / Generalized Gaussian coefficients,yes,prop:negative-gaussian,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:thm:generalized-pascal,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,4842,thm:generalized-pascal,theorem,Pascal recurrences for all integral upper indices,Negative upper indices and geometric Newton interpolation,Cyclotomic arithmetic and extended indices / Negative upper indices and geometric Newton interpolation / Generalized Gaussian coefficients,yes,thm:generalized-pascal,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:cor:reciprocal-product-negative,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,4874,cor:reciprocal-product-negative,corollary,Reciprocal product series,Negative upper indices and geometric Newton interpolation,Cyclotomic arithmetic and extended indices / Negative upper indices and geometric Newton interpolation / Generalized Gaussian coefficients,yes,cor:reciprocal-product-negative,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:thm:upper-parameter-series,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,4900,thm:upper-parameter-series,theorem,Generalized upper-parameter series,Negative upper indices and geometric Newton interpolation,Cyclotomic arithmetic and extended indices / Negative upper indices and geometric Newton interpolation / An arbitrary upper parameter,yes,thm:upper-parameter-series,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:def:complex-gaussian,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,4923,def:complex-gaussian,definition,,Negative upper indices and geometric Newton interpolation,Cyclotomic arithmetic and extended indices / Negative upper indices and geometric Newton interpolation / Two complex arguments and generalized binomial series,no,def:complex-gaussian,not applicable,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:thm:complex-gaussian-properties,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,4934,thm:complex-gaussian-properties,theorem,Gamma representation and Pascal laws,Negative upper indices and geometric Newton interpolation,Cyclotomic arithmetic and extended indices / Negative upper indices and geometric Newton interpolation / Two complex arguments and generalized binomial series,yes,thm:complex-gaussian-properties,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:cor:complex-gaussian-classical,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,4991,cor:complex-gaussian-classical,corollary,Classical generalized binomial,Negative upper indices and geometric Newton interpolation,Cyclotomic arithmetic and extended indices / Negative upper indices and geometric Newton interpolation / Two complex arguments and generalized binomial series,yes,cor:complex-gaussian-classical,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:thm:generalized-qbinomial,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,5004,thm:generalized-qbinomial,theorem,Generalized finite and reciprocal $q$-binomial theorems,Negative upper indices and geometric Newton interpolation,Cyclotomic arithmetic and extended indices / Negative upper indices and geometric Newton interpolation / Two complex arguments and generalized binomial series,yes,thm:generalized-qbinomial,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:thm:geometric-newton,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,5054,thm:geometric-newton,theorem,Geometric Newton interpolation,Negative upper indices and geometric Newton interpolation,"Cyclotomic arithmetic and extended indices / Negative upper indices and geometric Newton interpolation / Newton interpolation on the grid \texorpdfstring{$1,q,q^2,\ldots$",yes,thm:geometric-newton,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:cor:geometric-triangular,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,5106,cor:geometric-triangular,corollary,Triangular reconstruction,Negative upper indices and geometric Newton interpolation,"Cyclotomic arithmetic and extended indices / Negative upper indices and geometric Newton interpolation / Newton interpolation on the grid \texorpdfstring{$1,q,q^2,\ldots$",yes,cor:geometric-triangular,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:lem:central-reduction,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,5133,lem:central-reduction,lemma,,Central \texorpdfstring{$q$,"Central sums, limits, and effective methods / Central \texorpdfstring{$q$ / The central-factor reduction",yes,lem:central-reduction,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:thm:regular-central-sum,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,5165,thm:regular-central-sum,theorem,A regular central $q$-binomial sum,Central \texorpdfstring{$q$,"Central sums, limits, and effective methods / Central \texorpdfstring{$q$ / A \texorpdfstring{$q$",yes,thm:regular-central-sum,Lean-proved,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:cor:regular-central-classical,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,5226,cor:regular-central-classical,corollary,Classical limit of the regular sum,Central \texorpdfstring{$q$,"Central sums, limits, and effective methods / Central \texorpdfstring{$q$ / A \texorpdfstring{$q$",yes,cor:regular-central-classical,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:thm:singular-central,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,5257,thm:singular-central,theorem,Deleted-singularity central identity,Central \texorpdfstring{$q$,"Central sums, limits, and effective methods / Central \texorpdfstring{$q$ / Deleting a singular term",yes,thm:singular-central,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:thm:central-components,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,5383,thm:central-components,theorem,Infinite and finite components,Central \texorpdfstring{$q$,"Central sums, limits, and effective methods / Central \texorpdfstring{$q$ / Separate finite and infinite components",yes,thm:central-components,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:thm:classical-singular-central,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,5482,thm:classical-singular-central,theorem,Classical deleted-singularity identity,Central \texorpdfstring{$q$,"Central sums, limits, and effective methods / Central \texorpdfstring{$q$ / The classical finite part",yes,thm:classical-singular-central,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:prop:lambert-tail-limit,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,5549,prop:lambert-tail-limit,proposition,Limit of the Lambert tail,Central \texorpdfstring{$q$,"Central sums, limits, and effective methods / Central \texorpdfstring{$q$ / The classical finite part",yes,prop:lambert-tail-limit,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:lem:basic-bernoulli-log,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,5587,lem:basic-bernoulli-log,lemma,The basic logarithmic expansion,Asymptotic regimes and Bernoulli expansions,"Central sums, limits, and effective methods / Asymptotic regimes and Bernoulli expansions / A complete expansion as \texorpdfstring{$q\to1$",yes,lem:basic-bernoulli-log,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:thm:gaussian-bernoulli,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,5614,thm:gaussian-bernoulli,theorem,Bernoulli expansion of a Gaussian coefficient,Asymptotic regimes and Bernoulli expansions,"Central sums, limits, and effective methods / Asymptotic regimes and Bernoulli expansions / A complete expansion as \texorpdfstring{$q\to1$",yes,thm:gaussian-bernoulli,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:cor:gaussian-first-asymptotic,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,5680,cor:gaussian-first-asymptotic,corollary,First terms,Asymptotic regimes and Bernoulli expansions,"Central sums, limits, and effective methods / Asymptotic regimes and Bernoulli expansions / A complete expansion as \texorpdfstring{$q\to1$",yes,cor:gaussian-first-asymptotic,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:thm:fixed-column-limit,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,5719,thm:fixed-column-limit,theorem,Fixed-column limit,Asymptotic regimes and Bernoulli expansions,"Central sums, limits, and effective methods / Asymptotic regimes and Bernoulli expansions / Fixed \texorpdfstring{$q$",yes,thm:fixed-column-limit,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:thm:central-fixed-q,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,5753,thm:central-fixed-q,theorem,Fixed-$q$ limit with both indices growing,Asymptotic regimes and Bernoulli expansions,"Central sums, limits, and effective methods / Asymptotic regimes and Bernoulli expansions / Fixed \texorpdfstring{$q$",yes,thm:central-fixed-q,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:prop:gaussian-bound,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,5834,prop:gaussian-bound,proposition,Uniform elementary bound,Asymptotic regimes and Bernoulli expansions,"Central sums, limits, and effective methods / Asymptotic regimes and Bernoulli expansions / Fixed \texorpdfstring{$q$",yes,prop:gaussian-bound,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:cor:qgreaterone,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,5848,cor:qgreaterone,corollary,Transfer through reciprocity,Asymptotic regimes and Bernoulli expansions,"Central sums, limits, and effective methods / Asymptotic regimes and Bernoulli expansions / The regime \texorpdfstring{$q>1$",yes,cor:qgreaterone,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:prop:extreme-specializations,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,5875,prop:extreme-specializations,proposition,,Asymptotic regimes and Bernoulli expansions,"Central sums, limits, and effective methods / Asymptotic regimes and Bernoulli expansions / Extreme specializations",yes,prop:extreme-specializations,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:alg:gaussian-dp,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,5897,alg:gaussian-dp,algorithm,Pascal dynamic program,"Computation, certification, and formal proof architecture","Central sums, limits, and effective methods / Computation, certification, and formal proof architecture / Dynamic programming for Gaussian polynomials",no,alg:gaussian-dp,not applicable,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:thm:gaussian-dp-correct,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,5912,thm:gaussian-dp-correct,theorem,Correctness and complexity,"Computation, certification, and formal proof architecture","Central sums, limits, and effective methods / Computation, certification, and formal proof architecture / Dynamic programming for Gaussian polynomials",yes,thm:gaussian-dp-correct,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:alg:cyclotomic-list,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,5946,alg:cyclotomic-list,algorithm,Cyclotomic factor list,"Computation, certification, and formal proof architecture","Central sums, limits, and effective methods / Computation, certification, and formal proof architecture / A factorization algorithm",no,alg:cyclotomic-list,not applicable,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:thm:cyclotomic-list-correct,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,5954,thm:cyclotomic-list-correct,theorem,Correctness of the factor list,"Computation, certification, and formal proof architecture","Central sums, limits, and effective methods / Computation, certification, and formal proof architecture / A factorization algorithm",yes,thm:cyclotomic-list-correct,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:thm:telescoping-certificate,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,5976,thm:telescoping-certificate,theorem,Finite telescoping certificate,"Computation, certification, and formal proof architecture","Central sums, limits, and effective methods / Computation, certification, and formal proof architecture / Telescoping certificates for finite sums",yes,thm:telescoping-certificate,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
q_pochhammer_q_binomial_monograph:cor:identity-certification,q_pochhammer_q_binomial_monograph,q-pochhammer-and-inversion/q_pochhammer_q_binomial_monograph/q_pochhammer_q_binomial_monograph.tex,5999,cor:identity-certification,corollary,Identity certification,"Computation, certification, and formal proof architecture","Central sums, limits, and effective methods / Computation, certification, and formal proof architecture / Telescoping certificates for finite sums",yes,cor:identity-certification,human-proved frontier result,Retained in the forward q-series backbone under its existing canonical label.
