source_key,source_package,source_file,source_line,source_label,source_kind,source_title,source_chapter,source_section_path,source_proof_present,canonical_label,canonical_status,lean_module,lean_declaration,disposition_notes
Inverse_and_Sampling_Frontiers:p3:cor:rational-rules,Inverse_and_Sampling_Frontiers,inverse-asymptotics-and-computability/Inverse_and_Sampling_Frontiers/Inverse_and_Sampling_Frontiers.tex,4969,p3:cor:rational-rules,corollary,Positive rational rules,,"Dyadic Self-Sampling, Alias Superconvergence, and Rvachev--Appell Deconvolution / The shifted dyadic self-sampling theorem / Rationality and denominator control",yes,is:p3:cor:rational-rules,human-proved frontier result,,,"Retained at is:p3:cor:rational-rules with a complete canonical human proof of Positive rational rules. Self-sampling, positivity, dyadic values, and denominator bounds are separate Lean results; the packaged rule is not assembled."
Inverse_and_Sampling_Frontiers:p3:thm:master-alias,Inverse_and_Sampling_Frontiers,inverse-asymptotics-and-computability/Inverse_and_Sampling_Frontiers/Inverse_and_Sampling_Frontiers.tex,5039,p3:thm:master-alias,theorem,Master shifted-alias identity,,"Dyadic Self-Sampling, Alias Superconvergence, and Rvachev--Appell Deconvolution / The master alias function and the $2$-adic error filtration / An entire generating function for all moment defects",yes,is:p3:thm:master-alias,human-proved frontier result,,,"Retained at is:p3:thm:master-alias with a complete canonical human proof of Master shifted-alias identity. Lean proves coefficientwise alias identities, not the entire function with locally normal convergence."
Inverse_and_Sampling_Frontiers:p3:cor:valuation-filtration,Inverse_and_Sampling_Frontiers,inverse-asymptotics-and-computability/Inverse_and_Sampling_Frontiers/Inverse_and_Sampling_Frontiers.tex,5063,p3:cor:valuation-filtration,corollary,Valuation filtration of polynomial errors,,"Dyadic Self-Sampling, Alias Superconvergence, and Rvachev--Appell Deconvolution / The master alias function and the $2$-adic error filtration / An entire generating function for all moment defects",yes,is:p3:cor:valuation-filtration,human-proved frontier result,,,"Retained at is:p3:cor:valuation-filtration with a complete canonical human proof of Valuation filtration of polynomial errors. Zero-order and odd-layer results support the filtration, but not the complete displayed formula."
Inverse_and_Sampling_Frontiers:p3:prop:local-factorization,Inverse_and_Sampling_Frontiers,inverse-asymptotics-and-computability/Inverse_and_Sampling_Frontiers/Inverse_and_Sampling_Frontiers.tex,5091,p3:prop:local-factorization,proposition,Exact local factorization,,"Dyadic Self-Sampling, Alias Superconvergence, and Rvachev--Appell Deconvolution / The master alias function and the $2$-adic error filtration / An exact local factorization at every integer zero",yes,is:p3:prop:local-factorization,human-proved frontier result,,,"Retained at is:p3:prop:local-factorization with a complete canonical human proof. FabiusFunction.IntegerZeroLocalFactorization.Fabius.rvachevFourierProduct_int_add_factorization proves the denominator-cleared integer-zero factorization, and adjacent declarations prove the analytic cofactor and its derivatives; the canonical proposition additionally includes the normalized exponential form and explicit logarithmic jet, so the whole labelled result has no exact Lean counterpart."
Inverse_and_Sampling_Frontiers:p3:cor:Bell-zero-jets,Inverse_and_Sampling_Frontiers,inverse-asymptotics-and-computability/Inverse_and_Sampling_Frontiers/Inverse_and_Sampling_Frontiers.tex,5184,p3:cor:Bell-zero-jets,corollary,Bell-polynomial zero jets,,"Dyadic Self-Sampling, Alias Superconvergence, and Rvachev--Appell Deconvolution / The master alias function and the $2$-adic error filtration / An exact local factorization at every integer zero",yes,is:p3:cor:Bell-zero-jets,human-proved frontier result,,,"Retained at is:p3:cor:Bell-zero-jets with a complete canonical human proof of Bell-polynomial zero jets. Lean proves local cofactors and higher jets, not the displayed closed logarithmic Bell formula."
Inverse_and_Sampling_Frontiers:p3:thm:first-defect,Inverse_and_Sampling_Frontiers,inverse-asymptotics-and-computability/Inverse_and_Sampling_Frontiers/Inverse_and_Sampling_Frontiers.tex,5222,p3:thm:first-defect,theorem,Exact first-defect series,,"Dyadic Self-Sampling, Alias Superconvergence, and Rvachev--Appell Deconvolution / The first defect: half-integer spectrum and Thue--Morse signs",yes,is:p3:thm:first-defect,human-proved frontier result,,,"Retained at is:p3:thm:first-defect with a complete canonical human proof. FabiusFunction.CombDefectSeries.Fabius.tsum_shifted_monomial_sub_integral_odd proves the odd-alias representation, while FabiusFunction.CombFirstDefect.Fabius.iteratedDeriv_rvachevFourierProduct_nat_mul_int_of_odd evaluates the surviving derivative coefficient; no named Lean declaration assembles the displayed complex series and both trigonometric forms."
Inverse_and_Sampling_Frontiers:p3:prop:half-integer-sign,Inverse_and_Sampling_Frontiers,inverse-asymptotics-and-computability/Inverse_and_Sampling_Frontiers/Inverse_and_Sampling_Frontiers.tex,5264,p3:prop:half-integer-sign,proposition,Half-integer sign law,,"Dyadic Self-Sampling, Alias Superconvergence, and Rvachev--Appell Deconvolution / The first defect: half-integer spectrum and Thue--Morse signs / The spectral sign is exactly Thue--Morse",yes,is:p3:prop:half-integer-sign,Lean-proved,FabiusFunction.ThueMorseLobeSign,Fabius.rvachevFourierProduct_eq_thueMorse_sign_mul_norm,Retained at is:p3:prop:half-integer-sign. This is the exact Thue-Morse sign times positive-norm factorization. Exact source counterpart: FabiusFunction.ThueMorseLobeSign.Fabius.rvachevFourierProduct_eq_thueMorse_sign_mul_norm.
Inverse_and_Sampling_Frontiers:p3:cor:defect-symmetries,Inverse_and_Sampling_Frontiers,inverse-asymptotics-and-computability/Inverse_and_Sampling_Frontiers/Inverse_and_Sampling_Frontiers.tex,5294,p3:cor:defect-symmetries,corollary,Phase symmetries,,"Dyadic Self-Sampling, Alias Superconvergence, and Rvachev--Appell Deconvolution / The first defect: half-integer spectrum and Thue--Morse signs / Symmetries",yes,is:p3:cor:defect-symmetries,human-proved frontier result,,,"Retained at is:p3:cor:defect-symmetries with a complete canonical human proof of Phase symmetries. Half-shift and parity ingredients exist, but not this combined corollary as one declaration."
Inverse_and_Sampling_Frontiers:p3:thm:Bernoulli-convolution,Inverse_and_Sampling_Frontiers,inverse-asymptotics-and-computability/Inverse_and_Sampling_Frontiers/Inverse_and_Sampling_Frontiers.tex,5335,p3:thm:Bernoulli-convolution,theorem,Bernoulli--Rvachev error kernel,,"Dyadic Self-Sampling, Alias Superconvergence, and Rvachev--Appell Deconvolution / A Bernoulli convolution formula for the first defect / The periodic up-kernel",yes,is:p3:thm:Bernoulli-convolution,human-proved frontier result,,,Retained at is:p3:thm:Bernoulli-convolution with a complete canonical human proof of Bernoulli--Rvachev error kernel. No exact Lean Bernoulli-Rvachev kernel theorem was found.
Inverse_and_Sampling_Frontiers:p3:lem:phi-half-lower,Inverse_and_Sampling_Frontiers,inverse-asymptotics-and-computability/Inverse_and_Sampling_Frontiers/Inverse_and_Sampling_Frontiers.tex,5357,p3:lem:phi-half-lower,lemma,A uniform lower bound at the first half-integer,,"Dyadic Self-Sampling, Alias Superconvergence, and Rvachev--Appell Deconvolution / A Bernoulli convolution formula for the first defect / A rigorous first-harmonic bound",yes,is:p3:lem:phi-half-lower,Lean-proved,FabiusFunction.SincProductPositive,Fabius.four_ninths_lt_re_rvachevFourierProduct_half,Retained at is:p3:lem:phi-half-lower. This proves the strict 4/9 lower bound at the first half-integer. Exact source counterpart: FabiusFunction.SincProductPositive.Fabius.four_ninths_lt_re_rvachevFourierProduct_half.
Inverse_and_Sampling_Frontiers:p3:thm:sinusoidal-asymptotics,Inverse_and_Sampling_Frontiers,inverse-asymptotics-and-computability/Inverse_and_Sampling_Frontiers/Inverse_and_Sampling_Frontiers.tex,5385,p3:thm:sinusoidal-asymptotics,theorem,Uniform sinusoidal asymptotics,,"Dyadic Self-Sampling, Alias Superconvergence, and Rvachev--Appell Deconvolution / A Bernoulli convolution formula for the first defect / A rigorous first-harmonic bound",yes,is:p3:thm:sinusoidal-asymptotics,human-proved frontier result,,,"Retained at is:p3:thm:sinusoidal-asymptotics with a complete canonical human proof of Uniform sinusoidal asymptotics. The exact series and tail ingredients exist, but the uniform asymptotic is not formalized."
Inverse_and_Sampling_Frontiers:p3:cor:forced-superconvergence,Inverse_and_Sampling_Frontiers,inverse-asymptotics-and-computability/Inverse_and_Sampling_Frontiers/Inverse_and_Sampling_Frontiers.tex,5426,p3:cor:forced-superconvergence,corollary,One extra exact degree,,"Dyadic Self-Sampling, Alias Superconvergence, and Rvachev--Appell Deconvolution / Parity-selected positive superconvergence / Forced phases",yes,is:p3:cor:forced-superconvergence,human-proved frontier result,,,Retained at is:p3:cor:forced-superconvergence with a complete canonical human proof of One extra exact degree. Endpoint and midpoint identities are formalized; the quarter-phase half is not.
Inverse_and_Sampling_Frontiers:p3:lem:odd-trig-factor,Inverse_and_Sampling_Frontiers,inverse-asymptotics-and-computability/Inverse_and_Sampling_Frontiers/Inverse_and_Sampling_Frontiers.tex,5444,p3:lem:odd-trig-factor,lemma,Odd trigonometric factor bounds,,"Dyadic Self-Sampling, Alias Superconvergence, and Rvachev--Appell Deconvolution / Parity-selected positive superconvergence / Classification of the superconvergent phases",yes,is:p3:lem:odd-trig-factor,human-proved frontier result,,,Retained at is:p3:lem:odd-trig-factor with a complete canonical human proof of Odd trigonometric factor bounds. No matching Lean theorem for both trigonometric bounds was found.
Inverse_and_Sampling_Frontiers:p3:thm:phase-classification,Inverse_and_Sampling_Frontiers,inverse-asymptotics-and-computability/Inverse_and_Sampling_Frontiers/Inverse_and_Sampling_Frontiers.tex,5459,p3:thm:phase-classification,theorem,Exact phase classification,,"Dyadic Self-Sampling, Alias Superconvergence, and Rvachev--Appell Deconvolution / Parity-selected positive superconvergence / Classification of the superconvergent phases",yes,is:p3:thm:phase-classification,human-proved frontier result,,,Retained at is:p3:thm:phase-classification with a complete canonical human proof of Exact phase classification. No exact Lean classification of all special phases was found.
Inverse_and_Sampling_Frontiers:p3:thm:positive-phase-refinement,Inverse_and_Sampling_Frontiers,inverse-asymptotics-and-computability/Inverse_and_Sampling_Frontiers/Inverse_and_Sampling_Frontiers.tex,5542,p3:thm:positive-phase-refinement,theorem,Positive phase refinement,,"Dyadic Self-Sampling, Alias Superconvergence, and Rvachev--Appell Deconvolution / Positive alias filters as Richardson extrapolation / Coset rules",yes,is:p3:thm:positive-phase-refinement,human-proved frontier result,,,"Retained at is:p3:thm:positive-phase-refinement with a complete canonical human proof of Positive phase refinement. Positivity and phase ingredients exist, but this refinement is not assembled."
Inverse_and_Sampling_Frontiers:p3:thm:unique-phase-filter,Inverse_and_Sampling_Frontiers,inverse-asymptotics-and-computability/Inverse_and_Sampling_Frontiers/Inverse_and_Sampling_Frontiers.tex,5582,p3:thm:unique-phase-filter,theorem,Unique full residue-class filter,,"Dyadic Self-Sampling, Alias Superconvergence, and Rvachev--Appell Deconvolution / Positive alias filters as Richardson extrapolation / Uniqueness in alias space",yes,is:p3:thm:unique-phase-filter,human-proved frontier result,,,"Retained at is:p3:thm:unique-phase-filter with a complete canonical human proof of Unique full residue-class filter. Lean has cyclic DFT identities, not this uniqueness theorem."
Inverse_and_Sampling_Frontiers:p3:def:inverse-Appell,Inverse_and_Sampling_Frontiers,inverse-asymptotics-and-computability/Inverse_and_Sampling_Frontiers/Inverse_and_Sampling_Frontiers.tex,5625,p3:def:inverse-Appell,definition,Inverse-moment Rvachev--Appell sequence,,"Dyadic Self-Sampling, Alias Superconvergence, and Rvachev--Appell Deconvolution / Inverse-moment Rvachev--Appell polynomials / The umbral inverse of the moment family",no,is:p3:def:inverse-Appell,not applicable,,,Retained at is:p3:def:inverse-Appell as the definition Inverse-moment Rvachev--Appell sequence; proof status is not applicable.
Inverse_and_Sampling_Frontiers:p3:thm:Appell-Bell,Inverse_and_Sampling_Frontiers,inverse-asymptotics-and-computability/Inverse_and_Sampling_Frontiers/Inverse_and_Sampling_Frontiers.tex,5642,p3:thm:Appell-Bell,theorem,Bell--Bernoulli structure,,"Dyadic Self-Sampling, Alias Superconvergence, and Rvachev--Appell Deconvolution / Inverse-moment Rvachev--Appell polynomials / The umbral inverse of the moment family",yes,is:p3:thm:Appell-Bell,human-proved frontier result,,,"Retained at is:p3:thm:Appell-Bell with a complete canonical human proof of Bell--Bernoulli structure. Moments, cumulants, Bell constants, and Appell laws are formalized in pieces, not as this complete package."
Inverse_and_Sampling_Frontiers:p3:thm:Appell-deconvolution,Inverse_and_Sampling_Frontiers,inverse-asymptotics-and-computability/Inverse_and_Sampling_Frontiers/Inverse_and_Sampling_Frontiers.tex,5697,p3:thm:Appell-deconvolution,theorem,Exact deconvolution identity,,"Dyadic Self-Sampling, Alias Superconvergence, and Rvachev--Appell Deconvolution / Inverse-moment Rvachev--Appell polynomials / Continuous deconvolution",yes,is:p3:thm:Appell-deconvolution,Lean-proved,FabiusFunction.RvachevMomentAppell,Fabius.integral_eval_rvachevAppellPolynomial_sub_mul_rvachev,"Retained at is:p3:thm:Appell-deconvolution. The cited declaration is the exact centered x-y Appell convolution identity; compact support reduces its whole-line integral to the paper's interval [-1,1]. Its companion Fabius.integral_eval_rvachevDeconvolvedPolynomial_sub_mul_rvachev proves the general polynomial form. Exact source counterpart: FabiusFunction.RvachevMomentAppell.Fabius.integral_eval_rvachevAppellPolynomial_sub_mul_rvachev."
Inverse_and_Sampling_Frontiers:p3:cor:Appell-mean-zero,Inverse_and_Sampling_Frontiers,inverse-asymptotics-and-computability/Inverse_and_Sampling_Frontiers/Inverse_and_Sampling_Frontiers.tex,5718,p3:cor:Appell-mean-zero,corollary,Mean-zero Appell cancellations,,"Dyadic Self-Sampling, Alias Superconvergence, and Rvachev--Appell Deconvolution / Inverse-moment Rvachev--Appell polynomials / Continuous deconvolution",yes,is:p3:cor:Appell-mean-zero,Lean-proved,FabiusFunction.RvachevMomentAppell,Fabius.integral_eval_rvachevAppellPolynomial_mul_rvachev_eq_zero,"Retained at is:p3:cor:Appell-mean-zero with the exact positive-degree mean-zero identity; compact support reduces the whole-line integral to [-1,1]. Exact source counterpart: FabiusFunction.RvachevMomentAppell.Fabius.integral_eval_rvachevAppellPolynomial_mul_rvachev_eq_zero."
Inverse_and_Sampling_Frontiers:p3:thm:Appell-lattice-reproduction,Inverse_and_Sampling_Frontiers,inverse-asymptotics-and-computability/Inverse_and_Sampling_Frontiers/Inverse_and_Sampling_Frontiers.tex,5735,p3:thm:Appell-lattice-reproduction,theorem,Finite Rvachev--Appell translation formula,,"Dyadic Self-Sampling, Alias Superconvergence, and Rvachev--Appell Deconvolution / Inverse-moment Rvachev--Appell polynomials / Finite lattice reproduction",yes,is:p3:thm:Appell-lattice-reproduction,human-proved frontier result,,,"Retained at is:p3:thm:Appell-lattice-reproduction with a complete canonical human proof. Fabius.normalized_tsum_shifted_rvachevDeconvolvedPolynomial_mul_rvachevUp covers the arbitrary-phase formula for 0 <= n <= N after specializing M = 2^N and P = X^n. The paper theorem additionally asserts degree N+1 at parity-selected superconvergent phases; that stronger clause has no exact Lean counterpart, so the whole row remains human-proved and its Lean fields stay blank."
Inverse_and_Sampling_Frontiers:p3:cor:polynomial-deconvolution,Inverse_and_Sampling_Frontiers,inverse-asymptotics-and-computability/Inverse_and_Sampling_Frontiers/Inverse_and_Sampling_Frontiers.tex,5762,p3:cor:polynomial-deconvolution,corollary,Polynomial reproduction by deconvolved translates,,"Dyadic Self-Sampling, Alias Superconvergence, and Rvachev--Appell Deconvolution / Inverse-moment Rvachev--Appell polynomials / Finite lattice reproduction",no,is:p3:cor:polynomial-deconvolution,Lean-proved,FabiusFunction.RvachevPolynomialSynthesis,Fabius.normalized_tsum_shifted_rvachevDeconvolvedPolynomial_mul_rvachevUp,"Retained at is:p3:cor:polynomial-deconvolution. The cited declaration gives the exact normalized physical-coordinate formula for every real phase theta, every nonzero natural mesh M, and every real polynomial of degree at most v_2(M). Exact source counterpart: FabiusFunction.RvachevPolynomialSynthesis.Fabius.normalized_tsum_shifted_rvachevDeconvolvedPolynomial_mul_rvachevUp."
Inverse_and_Sampling_Frontiers:p3:prop:A8-roots,Inverse_and_Sampling_Frontiers,inverse-asymptotics-and-computability/Inverse_and_Sampling_Frontiers/Inverse_and_Sampling_Frontiers.tex,5781,p3:prop:A8-roots,proposition,First certified nonreal zeros,,"Dyadic Self-Sampling, Alias Superconvergence, and Rvachev--Appell Deconvolution / Inverse-moment Rvachev--Appell polynomials / Root geometry: an exact counterexample to real-rootedness",yes,is:p3:prop:A8-roots,human-proved frontier result,,,Retained at is:p3:prop:A8-roots with a complete canonical human proof of First certified nonreal zeros. The source uses an external exact Sturm certificate; no Lean theorem certifies these roots.
Inverse_and_Sampling_Frontiers:p3:thm:inverse-Fabius-quadrature,Inverse_and_Sampling_Frontiers,inverse-asymptotics-and-computability/Inverse_and_Sampling_Frontiers/Inverse_and_Sampling_Frontiers.tex,5826,p3:thm:inverse-Fabius-quadrature,theorem,Rational inverse-Fabius quadrature,,"Dyadic Self-Sampling, Alias Superconvergence, and Rvachev--Appell Deconvolution / Transport through the inverse Fabius function",yes,is:p3:thm:inverse-Fabius-quadrature,human-proved frontier result,,,"Retained at is:p3:thm:inverse-Fabius-quadrature with a complete canonical human proof of Rational inverse-Fabius quadrature. Lean proves quantile measure transport, not the finite rational quadrature."
Inverse_and_Sampling_Frontiers:p3:thm:qbinomial-moment-identity,Inverse_and_Sampling_Frontiers,inverse-asymptotics-and-computability/Inverse_and_Sampling_Frontiers/Inverse_and_Sampling_Frontiers.tex,5915,p3:thm:qbinomial-moment-identity,theorem,Finite arithmetic moment identity,,"Dyadic Self-Sampling, Alias Superconvergence, and Rvachev--Appell Deconvolution / Finite Gaussian-$q$-binomial identities forced by quadrature / A $q$-binomial--Thue--Morse--Bell identity",yes,is:p3:thm:qbinomial-moment-identity,human-proved frontier result,,,Retained at is:p3:thm:qbinomial-moment-identity with a complete canonical human proof of Finite arithmetic moment identity. Exact q-binomial evaluators and self-sampling exist separately; this finite identity is not assembled.
Inverse_and_Sampling_Frontiers:p3:cor:q-Appell-cancellation,Inverse_and_Sampling_Frontiers,inverse-asymptotics-and-computability/Inverse_and_Sampling_Frontiers/Inverse_and_Sampling_Frontiers.tex,5946,p3:cor:q-Appell-cancellation,corollary,Finite Appell cancellation in $q$-arithmetic,,"Dyadic Self-Sampling, Alias Superconvergence, and Rvachev--Appell Deconvolution / Finite Gaussian-$q$-binomial identities forced by quadrature / A $q$-binomial--Thue--Morse--Bell identity",yes,is:p3:cor:q-Appell-cancellation,human-proved frontier result,,,"Retained at is:p3:cor:q-Appell-cancellation with a complete canonical human proof of Finite Appell cancellation in $q$-arithmetic. The Appell and q-arithmetic ingredients are separate, not this cancellation."
Inverse_and_Sampling_Frontiers:p3:thm:base-b,Inverse_and_Sampling_Frontiers,inverse-asymptotics-and-computability/Inverse_and_Sampling_Frontiers/Inverse_and_Sampling_Frontiers.tex,5982,p3:thm:base-b,theorem,Base-$b$ self-sampling,,"Dyadic Self-Sampling, Alias Superconvergence, and Rvachev--Appell Deconvolution / Base-$b$ and multidimensional extensions / Integer dilation bases",yes,is:p3:thm:base-b,human-proved frontier result,,,"Retained at is:p3:thm:base-b with a complete canonical human proof of Base-$b$ self-sampling. Lean proves generalized base-b products and zeros, not a base-b density/self-sampling theorem."
Inverse_and_Sampling_Frontiers:p3:cor:tensor-cubature,Inverse_and_Sampling_Frontiers,inverse-asymptotics-and-computability/Inverse_and_Sampling_Frontiers/Inverse_and_Sampling_Frontiers.tex,6010,p3:cor:tensor-cubature,corollary,Positive tensor cubature,,"Dyadic Self-Sampling, Alias Superconvergence, and Rvachev--Appell Deconvolution / Base-$b$ and multidimensional extensions / Tensor-product cubature",no,is:p3:cor:tensor-cubature,human-proved frontier result,,,Retained at is:p3:cor:tensor-cubature with a complete canonical human proof of Positive tensor cubature. No matching Lean tensor-cubature declaration was found.
Inverse_and_Sampling_Frontiers:p3:conj:next-defect-sign,Inverse_and_Sampling_Frontiers,inverse-asymptotics-and-computability/Inverse_and_Sampling_Frontiers/Inverse_and_Sampling_Frontiers.tex,6095,p3:conj:next-defect-sign,conjecture,Exact phase-adapted precision and sign,,"Dyadic Self-Sampling, Alias Superconvergence, and Rvachev--Appell Deconvolution / Conjectures and frontier research program / The next alias layer",no,is:p3:conj:next-defect-sign,conjecture,,,Retained at is:p3:conj:next-defect-sign as the live conjecture Exact phase-adapted precision and sign; it is explicitly nonassertoric and no Lean proof is claimed.
Inverse_and_Sampling_Frontiers:p3:prob:higher-phase-gains,Inverse_and_Sampling_Frontiers,inverse-asymptotics-and-computability/Inverse_and_Sampling_Frontiers/Inverse_and_Sampling_Frontiers.tex,6120,p3:prob:higher-phase-gains,problem,All higher phase gains,,"Dyadic Self-Sampling, Alias Superconvergence, and Rvachev--Appell Deconvolution / Conjectures and frontier research program / The next alias layer",no,is:p3:prob:higher-phase-gains,open problem,,,"Retained at is:p3:prob:higher-phase-gains as the open problem All higher phase gains; this is a research direction, not a proved assertion."
Inverse_and_Sampling_Frontiers:p3:prob:hybrid-filter,Inverse_and_Sampling_Frontiers,inverse-asymptotics-and-computability/Inverse_and_Sampling_Frontiers/Inverse_and_Sampling_Frontiers.tex,6131,p3:prob:hybrid-filter,problem,Hybrid DFT--Gaussian-$q$ filter,,"Dyadic Self-Sampling, Alias Superconvergence, and Rvachev--Appell Deconvolution / Conjectures and frontier research program / Optimal phase and scale filters",no,is:p3:prob:hybrid-filter,open problem,,,"Retained at is:p3:prob:hybrid-filter as the open problem Hybrid DFT--Gaussian-$q$ filter; this is a research direction, not a proved assertion."
Inverse_and_Sampling_Frontiers:p3:conj:positive-extremality,Inverse_and_Sampling_Frontiers,inverse-asymptotics-and-computability/Inverse_and_Sampling_Frontiers/Inverse_and_Sampling_Frontiers.tex,6143,p3:conj:positive-extremality,conjecture,Positive extremality,,"Dyadic Self-Sampling, Alias Superconvergence, and Rvachev--Appell Deconvolution / Conjectures and frontier research program / Optimal phase and scale filters",no,is:p3:prob:sparse-positive-phase,open problem,,,"Corrected and demoted to open problem is:p3:prob:sparse-positive-phase: the source evidence supports a sparse positive-filter design question, not extremality."
Inverse_and_Sampling_Frontiers:p3:prob:weight-valuations,Inverse_and_Sampling_Frontiers,inverse-asymptotics-and-computability/Inverse_and_Sampling_Frontiers/Inverse_and_Sampling_Frontiers.tex,6152,p3:prob:weight-valuations,problem,Exact valuations of self-sampling weights,,"Dyadic Self-Sampling, Alias Superconvergence, and Rvachev--Appell Deconvolution / Conjectures and frontier research program / Denominators and arithmetic geometry",no,is:p3:prob:weight-valuations,open problem,,,"Retained at is:p3:prob:weight-valuations as the open problem Exact valuations of self-sampling weights; this is a research direction, not a proved assertion."
Inverse_and_Sampling_Frontiers:p3:conj:primitive-rules,Inverse_and_Sampling_Frontiers,inverse-asymptotics-and-computability/Inverse_and_Sampling_Frontiers/Inverse_and_Sampling_Frontiers.tex,6168,p3:conj:primitive-rules,conjecture,Primitive normalized phase rules,,"Dyadic Self-Sampling, Alias Superconvergence, and Rvachev--Appell Deconvolution / Conjectures and frontier research program / Denominators and arithmetic geometry",no,,not applicable,,,"Retired as vacuous: if L is the least common denominator of rational weights, the integers L*w_k are automatically primitive."
Inverse_and_Sampling_Frontiers:p3:conj:Appell-root-staircase,Inverse_and_Sampling_Frontiers,inverse-asymptotics-and-computability/Inverse_and_Sampling_Frontiers/Inverse_and_Sampling_Frontiers.tex,6175,p3:conj:Appell-root-staircase,conjecture,Unbounded nonreal root count,,"Dyadic Self-Sampling, Alias Superconvergence, and Rvachev--Appell Deconvolution / Conjectures and frontier research program / Rvachev--Appell zero geometry",no,is:p3:conj:Appell-root-staircase,conjecture,,,Retained at is:p3:conj:Appell-root-staircase as the live conjecture Unbounded nonreal root count; it is explicitly nonassertoric and no Lean proof is claimed.
Inverse_and_Sampling_Frontiers:p3:prob:Appell-spectral-asymptotic,Inverse_and_Sampling_Frontiers,inverse-asymptotics-and-computability/Inverse_and_Sampling_Frontiers/Inverse_and_Sampling_Frontiers.tex,6182,p3:prob:Appell-spectral-asymptotic,problem,A spectral asymptotic for $\Acal_n$,,"Dyadic Self-Sampling, Alias Superconvergence, and Rvachev--Appell Deconvolution / Conjectures and frontier research program / Rvachev--Appell zero geometry",no,is:p3:prob:Appell-spectral-asymptotic,open problem,,,"Retained at is:p3:prob:Appell-spectral-asymptotic as the open problem A spectral asymptotic for $\Acal_n$; this is a research direction, not a proved assertion."
Inverse_and_Sampling_Frontiers:p3:prob:Lambert-sum-rules,Inverse_and_Sampling_Frontiers,inverse-asymptotics-and-computability/Inverse_and_Sampling_Frontiers/Inverse_and_Sampling_Frontiers.tex,6195,p3:prob:Lambert-sum-rules,problem,Exact quadrature constraints on the periodic endpoint factor,,"Dyadic Self-Sampling, Alias Superconvergence, and Rvachev--Appell Deconvolution / Conjectures and frontier research program / Lambert endpoint sum rules",no,is:p3:prob:Lambert-sum-rules,open problem,,,"Retained at is:p3:prob:Lambert-sum-rules as the open problem Exact quadrature constraints on the periodic endpoint factor; this is a research direction, not a proved assertion."
Inverse_and_Sampling_Frontiers:p3:conj:quantile-phase-locking,Inverse_and_Sampling_Frontiers,inverse-asymptotics-and-computability/Inverse_and_Sampling_Frontiers/Inverse_and_Sampling_Frontiers.tex,6202,p3:conj:quantile-phase-locking,conjecture,Phase locking of extreme quantile nodes,,"Dyadic Self-Sampling, Alias Superconvergence, and Rvachev--Appell Deconvolution / Conjectures and frontier research program / Lambert endpoint sum rules",no,is:p3:prob:quantile-endpoint-alias,open problem,,,Corrected and demoted to open problem is:p3:prob:quantile-endpoint-alias: the source mixed endpoint and alias phases without the missing uniform matching theorem.
Inverse_and_Sampling_Frontiers:p3:prob:base-b-signs,Inverse_and_Sampling_Frontiers,inverse-asymptotics-and-computability/Inverse_and_Sampling_Frontiers/Inverse_and_Sampling_Frontiers.tex,6211,p3:prob:base-b-signs,problem,Base-$b$ spectral signs,,"Dyadic Self-Sampling, Alias Superconvergence, and Rvachev--Appell Deconvolution / Conjectures and frontier research program / Digital generalizations and higher dimensions",no,is:p3:prob:base-b-signs,open problem,,,"Retained at is:p3:prob:base-b-signs as the open problem Base-$b$ spectral signs; this is a research direction, not a proved assertion."
Inverse_and_Sampling_Frontiers:p3:prob:sparse-grid,Inverse_and_Sampling_Frontiers,inverse-asymptotics-and-computability/Inverse_and_Sampling_Frontiers/Inverse_and_Sampling_Frontiers.tex,6216,p3:prob:sparse-grid,problem,Sparse-grid Rvachev cubature,,"Dyadic Self-Sampling, Alias Superconvergence, and Rvachev--Appell Deconvolution / Conjectures and frontier research program / Digital generalizations and higher dimensions",no,is:p3:prob:sparse-grid,open problem,,,"Retained at is:p3:prob:sparse-grid as the open problem Sparse-grid Rvachev cubature; this is a research direction, not a proved assertion."
Inverse_and_Sampling_Frontiers:p3:prob:nonproduct-laws,Inverse_and_Sampling_Frontiers,inverse-asymptotics-and-computability/Inverse_and_Sampling_Frontiers/Inverse_and_Sampling_Frontiers.tex,6221,p3:prob:nonproduct-laws,problem,Nonproduct Rvachev laws,,"Dyadic Self-Sampling, Alias Superconvergence, and Rvachev--Appell Deconvolution / Conjectures and frontier research program / Digital generalizations and higher dimensions",no,is:p3:prob:nonproduct-laws,open problem,,,"Retained at is:p3:prob:nonproduct-laws as the open problem Nonproduct Rvachev laws; this is a research direction, not a proved assertion."
Inverse_Endpoint_All_Orders:thm:all-orders,Inverse_Endpoint_All_Orders,inverse-asymptotics-and-computability/Inverse_Endpoint_All_Orders/Inverse_Endpoint_All_Orders.tex,413,thm:all-orders,theorem,All-orders inverse endpoint expansion,,Imported inputs and the two-scale inverse problem / The two-scale problem,yes,ao:thm:all-orders,human-proved frontier result,,,"Retained at ao:thm:all-orders with a complete canonical human proof of All-orders inverse endpoint expansion. Lean proves the forward expansion composed with the inverse and a sharp leading inverse scale, not explicit all-orders inverse reversion."
