source_path,sha256,bytes,source_class,disposition,destination,reason
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/Fabius_Rvachev_Dyadic_Interpolation_Report/figures/standard_lebesgue_growth.pdf,c4c7bb20f10117cbfb80de8ff41e2107e7b5fd1151d8a10b4f78ced8aaf0ce0a,13859,generated-figure-pdf,retired-generated-preview,,The reproducible legacy preview is replaced by retained or regenerated PNG evidence and introduced Type-3 fonts.
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/Fabius_Rvachev_Dyadic_Interpolation_Report/pdf_inspection.txt,9ae99e0abf233e6b1a43df52adafd5d0be6088cb59d02810306d72fef4cd872e,3037,superseded-administration,canonicalized,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/PROVENANCE.md,Nonduplicative provenance is retained; package-specific wrapper prose is retired.
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/Fabius_Rvachev_Dyadic_Interpolation_Report/requirements.txt,2eed6e31761a4255209902ef4eefc6c7a0c8e3d8290e458cc41236bafac00d40,28,environment-input,retained-deduplicated-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/shared/requirements-mpmath-matplotlib.txt,Two byte-identical source rows share one physical payload.
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/Fabius_Rvachev_Dyadic_Interpolation_Report/results/endpoint_jet_scan.csv,681d7321d05f35408e1602913d5b32446e7ec83f00fc8cf2b417d12ab2c0f4b0,3253,reproducibility-evidence,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/Fabius_Rvachev_Dyadic_Interpolation_Report/results/endpoint_jet_scan.csv,"Unique script, exact data, generated table, environment input, textual output, or diagnostic PNG."
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/Fabius_Rvachev_Dyadic_Interpolation_Report/results/full_grid_hermite.csv,ac6d8b7abadb1562abbc1d15b892df5e28c3996d6e0a03dd02c8056ec1d8b836,489,reproducibility-evidence,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/Fabius_Rvachev_Dyadic_Interpolation_Report/results/full_grid_hermite.csv,"Unique script, exact data, generated table, environment input, textual output, or diagnostic PNG."
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/Fabius_Rvachev_Dyadic_Interpolation_Report/results/optimal_jet_orders.csv,d1767585fe020f0e6df07d60c8495def13f16a893927226d0002d4d20fa1a468,477,reproducibility-evidence,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/Fabius_Rvachev_Dyadic_Interpolation_Report/results/optimal_jet_orders.csv,"Unique script, exact data, generated table, environment input, textual output, or diagnostic PNG."
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/Fabius_Rvachev_Dyadic_Interpolation_Report/results/standard_lagrange.csv,b0c2258999bfa26e982282a2c0e9a325c02699ac73fe1c5209a95df4b8c101db,717,reproducibility-evidence,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/Fabius_Rvachev_Dyadic_Interpolation_Report/results/standard_lagrange.csv,"Unique script, exact data, generated table, environment input, textual output, or diagnostic PNG."
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius-dyadic-comb-sums-report/README.md,ce2766ed0256e2a4d89620faa0a6b1c79cd5cadf2cfa5ea42e5373df44c466d7,1572,superseded-documentation,canonicalized,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/README.md,Unique replay commands and provenance are distilled into canonical documentation.
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius-dyadic-comb-sums-report/corpus_inventory.tex,67576c5146f7d90bd35864a33e0fb5ebedd87711dd5dab0c2fe959ce5435de64,355,placeholder,retired-placeholder,,The file explicitly says its underlying content was not shipped and supplies no recovered evidence.
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius-dyadic-comb-sums-report/corpus_meta.tex,6762782a5088f9430cf59b89d180b4ea5bb11ac525e4f69d6923ef66e209c0a4,523,placeholder,retired-placeholder,,The file explicitly says its underlying content was not shipped and supplies no recovered evidence.
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius-dyadic-comb-sums-report/experiments.py,e09f90ca9a5b1a3ba2dedb511fb978ab77dc2813d9a5a11ca07f518375c5c279,22493,reproducibility-evidence,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/fabius-dyadic-comb-sums-report/experiments.py,"Unique script, exact data, generated table, environment input, textual output, or diagnostic PNG."
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius-dyadic-comb-sums-report/generated_results.tex,827ec30f0462e01f10a36977f838c086dd08dcde5f926b9e87e241906b88cc5c,614,placeholder,retired-placeholder,,The file explicitly says its underlying content was not shipped and supplies no recovered evidence.
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_dyadic_comb_report_final/README.md,1970824dd501e7f8a181537091ee482187bf8078392e199abad08c3c01df62d2,2762,superseded-documentation,canonicalized,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/README.md,Unique replay commands and provenance are distilled into canonical documentation.
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_dyadic_comb_report_final/SHA256SUMS.txt,81356ca93171005e590fe7f313d0852ee106fd28711059a45587b813682ed54e,456,historical-checksum-ledger,canonicalized,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/HISTORICAL_LEDGER_AUDIT.csv,The source ledger is stale or package-local; every row and verification outcome is preserved in one audit table.
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_dyadic_comb_report_final/fabius_dyadic_comb_experiments.py,77c955d7a6f7f7742d0993b4be52e983f653c9346aaf74afcc5dca736bbd0947,17413,reproducibility-evidence,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/fabius_dyadic_comb_report_final/fabius_dyadic_comb_experiments.py,"Unique script, exact data, generated table, environment input, textual output, or diagnostic PNG."
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_dyadic_comb_report_final/numerical_results.txt,e581421290fb9e535c0667771d08f6c201d81f8ea52e7c817d9394d16ccf99bb,4790,reproducibility-evidence,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/fabius_dyadic_comb_report_final/numerical_results.txt,"Unique script, exact data, generated table, environment input, textual output, or diagnostic PNG."
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_dyadic_interpolation_report/README.md,65d43e98e031d92f8696638d789a3f18fa4887b4050e4796882c673bd9c34e65,2085,superseded-documentation,canonicalized,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/README.md,Unique replay commands and provenance are distilled into canonical documentation.
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_dyadic_interpolation_report/data/cardinal_modes.csv,866c9488a4229dab10797b127370586768f2542cca8da9108a54728f0775ace8,491,reproducibility-evidence,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/fabius_dyadic_interpolation_report/data/cardinal_modes.csv,"Unique script, exact data, generated table, environment input, textual output, or diagnostic PNG."
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_dyadic_interpolation_report/data/fixed_order_errors.csv,81524bfe89282674a9d02135127c8a4962f5e59678c1dc37043094dc4963ec9c,1404,reproducibility-evidence,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/fabius_dyadic_interpolation_report/data/fixed_order_errors.csv,"Unique script, exact data, generated table, environment input, textual output, or diagnostic PNG."
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_dyadic_interpolation_report/data/jet_scan_N128_window.csv,915fddd278b678ea006597397b3a8766d44dc74be777faff509f055f20389bbf,768,reproducibility-evidence,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/fabius_dyadic_interpolation_report/data/jet_scan_N128_window.csv,"Unique script, exact data, generated table, environment input, textual output, or diagnostic PNG."
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_dyadic_interpolation_report/data/jet_scan_N64.csv,81ef6500c0c44da6657ff5df688d54ca8255c4f60ecde79834f46ac39589cac2,1553,reproducibility-evidence,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/fabius_dyadic_interpolation_report/data/jet_scan_N64.csv,"Unique script, exact data, generated table, environment input, textual output, or diagnostic PNG."
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_dyadic_interpolation_report/data/observed_optimal_orders.csv,a9c52efad6d46758b9b757da1e8d44049a7101abe2c173f078cc20403b72eda3,367,reproducibility-evidence,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/fabius_dyadic_interpolation_report/data/observed_optimal_orders.csv,"Unique script, exact data, generated table, environment input, textual output, or diagnostic PNG."
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_dyadic_interpolation_report/data/piecewise_cubic_errors.csv,cffac3c0e501feea80493540aa52bee130b93c56d66c90007862e992c6308ee5,296,reproducibility-evidence,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/fabius_dyadic_interpolation_report/data/piecewise_cubic_errors.csv,"Unique script, exact data, generated table, environment input, textual output, or diagnostic PNG."
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_dyadic_interpolation_report/fabius_dyadic_interpolation_experiments.py,3c75fb7a7b11e6f0caf67ec6a5f73afb6b78dcf89dd42c0ea09313ec319d3f1a,27007,reproducibility-evidence,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/fabius_dyadic_interpolation_report/fabius_dyadic_interpolation_experiments.py,"Unique script, exact data, generated table, environment input, textual output, or diagnostic PNG."
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_dyadic_interpolation_report/figures/balancing_law.pdf,17a969d88e92ac4265cb28407ad2b160d83946a9f9624dd9ccc0d3a124b69e06,18691,generated-figure-pdf,retired-generated-preview,,The reproducible legacy preview is replaced by retained or regenerated PNG evidence and introduced Type-3 fonts.
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_dyadic_interpolation_report/figures/balancing_law.png,cf0ce48f653e802aad624cc6a7c398f266974058ffb40866aad301f57362d648,91916,reproducibility-evidence,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/fabius_dyadic_interpolation_report/figures/balancing_law.png,"Unique script, exact data, generated table, environment input, textual output, or diagnostic PNG."
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_dyadic_interpolation_report/figures/cardinal_modes_N64.pdf,cba1ed84a93dc00b3780ff8240799435890f5fbca8fc5beaa5c8edc0ffbcf371,18776,generated-figure-pdf,retired-generated-preview,,The reproducible legacy preview is replaced by retained or regenerated PNG evidence and introduced Type-3 fonts.
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_dyadic_interpolation_report/figures/cardinal_modes_N64.png,83d6bd4cad038136f8fccf3e2f9e3de2e9828e2b2857f523567f8a3ebaef0fa8,104087,reproducibility-evidence,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/fabius_dyadic_interpolation_report/figures/cardinal_modes_N64.png,"Unique script, exact data, generated table, environment input, textual output, or diagnostic PNG."
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_dyadic_interpolation_report/figures/fabius_N32_interpolants.pdf,246e962c9d60482889823cce33a3d436e5ec308574a3342286c1af21d54559f1,15716,generated-figure-pdf,retired-generated-preview,,The reproducible legacy preview is replaced by retained or regenerated PNG evidence and introduced Type-3 fonts.
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_dyadic_interpolation_report/figures/fabius_N32_interpolants.png,e86c035f2c0968017f4cff20d475a7033ea1b2d9a5829769ebdbc4b147dc227b,57273,reproducibility-evidence,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/fabius_dyadic_interpolation_report/figures/fabius_N32_interpolants.png,"Unique script, exact data, generated table, environment input, textual output, or diagnostic PNG."
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_dyadic_interpolation_report/figures/global_vs_local.pdf,6c0996365c11e162dbcb66474b37bca606508f6f31b51ad8492f242cb3fa668b,16155,generated-figure-pdf,retired-generated-preview,,The reproducible legacy preview is replaced by retained or regenerated PNG evidence and introduced Type-3 fonts.
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_dyadic_interpolation_report/figures/global_vs_local.png,aa55fa2e94d6ec1244493c7642c62de7f460d49c09a877c0dfe981925944f04d,77669,reproducibility-evidence,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/fabius_dyadic_interpolation_report/figures/global_vs_local.png,"Unique script, exact data, generated table, environment input, textual output, or diagnostic PNG."
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_dyadic_interpolation_report/figures/jet_order_scan_N64.pdf,cf30a80d10f14e54ab18cec4f4f5f474e667ef6420e0e45c34dd448650d6f044,17052,generated-figure-pdf,retired-generated-preview,,The reproducible legacy preview is replaced by retained or regenerated PNG evidence and introduced Type-3 fonts.
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_dyadic_interpolation_report/figures/jet_order_scan_N64.png,10bdb3b0ce3d35d0ffd1ceb429ea6668c3f4a6995b4f8a622f0a9fbe44a974d9,93927,reproducibility-evidence,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/fabius_dyadic_interpolation_report/figures/jet_order_scan_N64.png,"Unique script, exact data, generated table, environment input, textual output, or diagnostic PNG."
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_dyadic_interpolation_report/figures/up_N32_interpolants.pdf,d5e4cd916b0a4b2c1714fb840d289fdfb9447e7f7c98c97398918c31c24e2766,15800,generated-figure-pdf,retired-generated-preview,,The reproducible legacy preview is replaced by retained or regenerated PNG evidence and introduced Type-3 fonts.
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_dyadic_interpolation_report/figures/up_N32_interpolants.png,a5b720036010d652f5cfe88c812d2d8924d0229a4f6754585e7e6943d4044ab8,61317,reproducibility-evidence,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/fabius_dyadic_interpolation_report/figures/up_N32_interpolants.png,"Unique script, exact data, generated table, environment input, textual output, or diagnostic PNG."
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_interpolation_report/README.md,fe673d84b4cd71dbdfe794110ac5ce0e6c153297e8a0d973b2ebec54c379cdf2,4093,superseded-documentation,canonicalized,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/README.md,Unique replay commands and provenance are distilled into canonical documentation.
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_interpolation_report/SHA256SUMS,6febe25862e1c38ef1ba101062b218f21c1e14c20b631edfce4db9fce1356a8e,3119,historical-checksum-ledger,canonicalized,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/HISTORICAL_LEDGER_AUDIT.csv,The source ledger is stale or package-local; every row and verification outcome is preserved in one audit table.
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_interpolation_report/data/endpoint_derivative_defects.csv,63ceb34923a928fb5d9e2f683cf180272436b90e21272d77fac8a429b6ffa4b5,864,reproducibility-evidence,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/fabius_interpolation_report/data/endpoint_derivative_defects.csv,"Unique script, exact data, generated table, environment input, textual output, or diagnostic PNG."
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_interpolation_report/data/fabius_N128_ordinary.csv,0bd767aeea5291b908e660a5c8e028a0711253da0418e850e025726bda8f4d26,258,reproducibility-evidence,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/fabius_interpolation_report/data/fabius_N128_ordinary.csv,"Unique script, exact data, generated table, environment input, textual output, or diagnostic PNG."
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_interpolation_report/data/fabius_N16.csv,7a87105460ea22a74fe070ad4354bfe19e4e3e41c5568b1839aff0a6aae299cd,1642,reproducibility-evidence,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/fabius_interpolation_report/data/fabius_N16.csv,"Unique script, exact data, generated table, environment input, textual output, or diagnostic PNG."
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_interpolation_report/data/fabius_N32.csv,719d5da66d1a6784242fc63bff714bb63ce1dd44dabf4f037b37c360fb385fb8,2084,reproducibility-evidence,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/fabius_interpolation_report/data/fabius_N32.csv,"Unique script, exact data, generated table, environment input, textual output, or diagnostic PNG."
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_interpolation_report/data/fabius_N4_ordinary.csv,675cf33bcf5c361fc1169e43d0aadeb66069b21e00b08b699a883af41a1eb5e2,260,reproducibility-evidence,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/fabius_interpolation_report/data/fabius_N4_ordinary.csv,"Unique script, exact data, generated table, environment input, textual output, or diagnostic PNG."
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_interpolation_report/data/fabius_N64_a.csv,b4e4301ccb03b29bed0504ee5618b24a4a45958ca08a2ed1f0017f35b3c3f2a9,2170,reproducibility-evidence,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/fabius_interpolation_report/data/fabius_N64_a.csv,"Unique script, exact data, generated table, environment input, textual output, or diagnostic PNG."
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_interpolation_report/data/fabius_N64_b.csv,12810de0ca8dde5c0218bb746604b5f2715f542b82280e06d63bfc597462c6c2,1873,reproducibility-evidence,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/fabius_interpolation_report/data/fabius_N64_b.csv,"Unique script, exact data, generated table, environment input, textual output, or diagnostic PNG."
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_interpolation_report/data/fabius_N8.csv,d446a77d34aa5ca91e81624f5737facfec0b545640bbb9eca16dc9a4252bb5a0,1167,reproducibility-evidence,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/fabius_interpolation_report/data/fabius_N8.csv,"Unique script, exact data, generated table, environment input, textual output, or diagnostic PNG."
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_interpolation_report/data/fabius_endpoint_flat.csv,569d59c3c30e0a3cad5445e3730ca524d6b74a4cc50d207cc2230520bf914e96,8524,reproducibility-evidence,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/fabius_interpolation_report/data/fabius_endpoint_flat.csv,"Unique script, exact data, generated table, environment input, textual output, or diagnostic PNG."
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_interpolation_report/data/hermite_first_derivative.csv,ca9ee2883d0196a8def2cc81065faa3bc3280f60f0f6f67806be3b4318bbd76c,598,reproducibility-evidence,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/fabius_interpolation_report/data/hermite_first_derivative.csv,"Unique script, exact data, generated table, environment input, textual output, or diagnostic PNG."
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_interpolation_report/data/jet_order_predictions.csv,4c1a95eee48c4f7bb9129b173b3d12da3016028580172e26aad062874fda9eb4,1528,reproducibility-evidence,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/fabius_interpolation_report/data/jet_order_predictions.csv,"Unique script, exact data, generated table, environment input, textual output, or diagnostic PNG."
Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/Dyadic_Comb_Frontiers/assets/fabius_interpolation_report/data/lebesgue_N64.csv,3bfd2fcbf4b257c731dacabf397378e66798e7da2e0a153b1addf7d844b9d248,2952,reproducibility-evidence,retained-evidence,Analysis/FabiusFunction/docs/semi-formalized-research-frontiers/drafts/inverse-and-sampling/comb-interpolation/comb_interpolation_synthesis/assets/companion-evidence/fabius_interpolation_report/data/lebesgue_N64.csv,"Unique script, exact data, generated table, environment input, textual output, or diagnostic PNG."
