M,N_plus(M)=2M-s_2(M),N_plus-2M
3269,6532,-6
3270,6534,-6
3271,6535,-7
3272,6539,-5
3273,6540,-6
3274,6542,-6
3275,6543,-7
3276,6546,-6
3277,6547,-7
3278,6549,-7
3279,6550,-8
3280,6555,-5
3281,6556,-6
3282,6558,-6
3283,6559,-7
3284,6562,-6
3285,6563,-7
3286,6565,-7
3287,6566,-8
3288,6570,-6
3289,6571,-7
3290,6573,-7
3291,6574,-8
3292,6577,-7
3293,6578,-8
3294,6580,-8
3295,6581,-9
3296,6587,-5
3297,6588,-6
3298,6590,-6
3299,6591,-7
3300,6594,-6
3301,6595,-7
3302,6597,-7
3303,6598,-8
3304,6602,-6
3305,6603,-7
3306,6605,-7
3307,6606,-8
3308,6609,-7
3309,6610,-8
3310,6612,-8
3311,6613,-9
3312,6618,-6
3313,6619,-7
3314,6621,-7
3315,6622,-8
3316,6625,-7
3317,6626,-8
3318,6628,-8
3319,6629,-9
3320,6633,-7
3321,6634,-8
3322,6636,-8
3323,6637,-9
3324,6640,-8
3325,6641,-9
3326,6643,-9
3327,6644,-10
3328,6653,-3
3329,6654,-4
3330,6656,-4
3331,6657,-5
3332,6660,-4
3333,6661,-5
3334,6663,-5
3335,6664,-6
3336,6668,-4
3337,6669,-5
3338,6671,-5
3339,6672,-6
3340,6675,-5
3341,6676,-6
3342,6678,-6
3343,6679,-7
3344,6684,-4
3345,6685,-5
3346,6687,-5
3347,6688,-6
3348,6691,-5
3349,6692,-6
3350,6694,-6
3351,6695,-7
3352,6699,-5
3353,6700,-6
3354,6702,-6
3355,6703,-7
3356,6706,-6
3357,6707,-7
3358,6709,-7
3359,6710,-8
3360,6716,-4
3361,6717,-5
3362,6719,-5
3363,6720,-6
3364,6723,-5
3365,6724,-6
3366,6726,-6
3367,6727,-7
3368,6731,-5
3369,6732,-6
3370,6734,-6
3371,6735,-7
3372,6738,-6
3373,6739,-7
3374,6741,-7
3375,6742,-8
3376,6747,-5
3377,6748,-6
3378,6750,-6
3379,6751,-7
3380,6754,-6
3381,6755,-7
3382,6757,-7
3383,6758,-8
3384,6762,-6
3385,6763,-7
3386,6765,-7
3387,6766,-8
3388,6769,-7
3389,6770,-8
3390,6772,-8
3391,6773,-9
3392,6780,-4
3393,6781,-5
3394,6783,-5
3395,6784,-6
3396,6787,-5
3397,6788,-6
3398,6790,-6
3399,6791,-7
3400,6795,-5
3401,6796,-6
3402,6798,-6
3403,6799,-7
3404,6802,-6
3405,6803,-7
3406,6805,-7
3407,6806,-8
3408,6811,-5
3409,6812,-6
3410,6814,-6
3411,6815,-7
3412,6818,-6
3413,6819,-7
3414,6821,-7
3415,6822,-8
3416,6826,-6
3417,6827,-7
3418,6829,-7
3419,6830,-8
3420,6833,-7
3421,6834,-8
3422,6836,-8
3423,6837,-9
3424,6843,-5
3425,6844,-6
3426,6846,-6
3427,6847,-7
3428,6850,-6
3429,6851,-7
3430,6853,-7
3431,6854,-8
3432,6858,-6
3433,6859,-7
3434,6861,-7
3435,6862,-8
3436,6865,-7
3437,6866,-8
3438,6868,-8
3439,6869,-9
3440,6874,-6
3441,6875,-7
3442,6877,-7
3443,6878,-8
3444,6881,-7
3445,6882,-8
3446,6884,-8
3447,6885,-9
3448,6889,-7
3449,6890,-8
3450,6892,-8
3451,6893,-9
3452,6896,-8
3453,6897,-9
3454,6899,-9
3455,6900,-10
3456,6908,-4
3457,6909,-5
3458,6911,-5
3459,6912,-6
3460,6915,-5
3461,6916,-6
3462,6918,-6
3463,6919,-7
3464,6923,-5
3465,6924,-6
3466,6926,-6
3467,6927,-7
3468,6930,-6
3469,6931,-7
3470,6933,-7
3471,6934,-8
3472,6939,-5
3473,6940,-6
3474,6942,-6
3475,6943,-7
3476,6946,-6
3477,6947,-7
3478,6949,-7
3479,6950,-8
3480,6954,-6
3481,6955,-7
3482,6957,-7
3483,6958,-8
3484,6961,-7
3485,6962,-8
3486,6964,-8
3487,6965,-9
3488,6971,-5
3489,6972,-6
3490,6974,-6
3491,6975,-7
3492,6978,-6
3493,6979,-7
3494,6981,-7
3495,6982,-8
3496,6986,-6
3497,6987,-7
3498,6989,-7
3499,6990,-8
3500,6993,-7
3501,6994,-8
3502,6996,-8
3503,6997,-9
3504,7002,-6
3505,7003,-7
3506,7005,-7
3507,7006,-8
3508,7009,-7
3509,7010,-8
3510,7012,-8
3511,7013,-9
3512,7017,-7
3513,7018,-8
3514,7020,-8
3515,7021,-9
3516,7024,-8
3517,7025,-9
3518,7027,-9
3519,7028,-10
3520,7035,-5
3521,7036,-6
3522,7038,-6
3523,7039,-7
3524,7042,-6
3525,7043,-7
3526,7045,-7
3527,7046,-8
3528,7050,-6
3529,7051,-7
3530,7053,-7
3531,7054,-8
3532,7057,-7
3533,7058,-8
3534,7060,-8
3535,7061,-9
3536,7066,-6
3537,7067,-7
3538,7069,-7
3539,7070,-8
3540,7073,-7
3541,7074,-8
3542,7076,-8
3543,7077,-9
3544,7081,-7
3545,7082,-8
3546,7084,-8
3547,7085,-9
3548,7088,-8
3549,7089,-9
3550,7091,-9
3551,7092,-10
3552,7098,-6
3553,7099,-7
3554,7101,-7
3555,7102,-8
3556,7105,-7
3557,7106,-8
3558,7108,-8
3559,7109,-9
3560,7113,-7
3561,7114,-8
3562,7116,-8
3563,7117,-9
3564,7120,-8
3565,7121,-9
3566,7123,-9
3567,7124,-10
3568,7129,-7
3569,7130,-8
3570,7132,-8
3571,7133,-9
3572,7136,-8
3573,7137,-9
3574,7139,-9
3575,7140,-10
3576,7144,-8
3577,7145,-9
3578,7147,-9
3579,7148,-10
3580,7151,-9
3581,7152,-10
3582,7154,-10
3583,7155,-11
3584,7165,-3
3585,7166,-4
3586,7168,-4
3587,7169,-5
3588,7172,-4
3589,7173,-5
3590,7175,-5
3591,7176,-6
3592,7180,-4
3593,7181,-5
3594,7183,-5
3595,7184,-6
3596,7187,-5
3597,7188,-6
3598,7190,-6
3599,7191,-7
3600,7196,-4
3601,7197,-5
3602,7199,-5
3603,7200,-6
3604,7203,-5
3605,7204,-6
3606,7206,-6
3607,7207,-7
3608,7211,-5
3609,7212,-6
3610,7214,-6
3611,7215,-7
3612,7218,-6
3613,7219,-7
3614,7221,-7
3615,7222,-8
3616,7228,-4
3617,7229,-5
3618,7231,-5
3619,7232,-6
3620,7235,-5
3621,7236,-6
3622,7238,-6
3623,7239,-7
3624,7243,-5
3625,7244,-6
3626,7246,-6
3627,7247,-7
3628,7250,-6
3629,7251,-7
3630,7253,-7
3631,7254,-8
3632,7259,-5
3633,7260,-6
3634,7262,-6
3635,7263,-7
3636,7266,-6
3637,7267,-7
3638,7269,-7
3639,7270,-8
3640,7274,-6
3641,7275,-7
3642,7277,-7
3643,7278,-8
3644,7281,-7
3645,7282,-8
3646,7284,-8
3647,7285,-9
3648,7292,-4
3649,7293,-5
3650,7295,-5
3651,7296,-6
3652,7299,-5
3653,7300,-6
3654,7302,-6
3655,7303,-7
3656,7307,-5
3657,7308,-6
3658,7310,-6
3659,7311,-7
3660,7314,-6
3661,7315,-7
3662,7317,-7
3663,7318,-8
3664,7323,-5
3665,7324,-6
3666,7326,-6
3667,7327,-7
3668,7330,-6
3669,7331,-7
3670,7333,-7
3671,7334,-8
3672,7338,-6
3673,7339,-7
3674,7341,-7
3675,7342,-8
3676,7345,-7
3677,7346,-8
3678,7348,-8
3679,7349,-9
3680,7355,-5
3681,7356,-6
3682,7358,-6
3683,7359,-7
3684,7362,-6
3685,7363,-7
3686,7365,-7
3687,7366,-8
3688,7370,-6
3689,7371,-7
3690,7373,-7
3691,7374,-8
3692,7377,-7
3693,7378,-8
3694,7380,-8
3695,7381,-9
3696,7386,-6
3697,7387,-7
3698,7389,-7
3699,7390,-8
3700,7393,-7
3701,7394,-8
3702,7396,-8
3703,7397,-9
3704,7401,-7
3705,7402,-8
3706,7404,-8
3707,7405,-9
3708,7408,-8
3709,7409,-9
3710,7411,-9
3711,7412,-10
3712,7420,-4
3713,7421,-5
3714,7423,-5
3715,7424,-6
3716,7427,-5
3717,7428,-6
3718,7430,-6
3719,7431,-7
3720,7435,-5
3721,7436,-6
3722,7438,-6
3723,7439,-7
3724,7442,-6
3725,7443,-7
3726,7445,-7
3727,7446,-8
3728,7451,-5
3729,7452,-6
3730,7454,-6
3731,7455,-7
3732,7458,-6
3733,7459,-7
3734,7461,-7
3735,7462,-8
3736,7466,-6
3737,7467,-7
3738,7469,-7
3739,7470,-8
3740,7473,-7
3741,7474,-8
3742,7476,-8
3743,7477,-9
3744,7483,-5
3745,7484,-6
3746,7486,-6
3747,7487,-7
3748,7490,-6
3749,7491,-7
3750,7493,-7
3751,7494,-8
3752,7498,-6
3753,7499,-7
3754,7501,-7
3755,7502,-8
3756,7505,-7
3757,7506,-8
3758,7508,-8
3759,7509,-9
3760,7514,-6
3761,7515,-7
3762,7517,-7
3763,7518,-8
3764,7521,-7
3765,7522,-8
3766,7524,-8
3767,7525,-9
3768,7529,-7
3769,7530,-8
3770,7532,-8
3771,7533,-9
3772,7536,-8
3773,7537,-9
3774,7539,-9
3775,7540,-10
3776,7547,-5
3777,7548,-6
3778,7550,-6
3779,7551,-7
3780,7554,-6
3781,7555,-7
3782,7557,-7
3783,7558,-8
3784,7562,-6
3785,7563,-7
3786,7565,-7
3787,7566,-8
3788,7569,-7
3789,7570,-8
3790,7572,-8
3791,7573,-9
3792,7578,-6
3793,7579,-7
3794,7581,-7
3795,7582,-8
3796,7585,-7
3797,7586,-8
3798,7588,-8
3799,7589,-9
3800,7593,-7
3801,7594,-8
3802,7596,-8
3803,7597,-9
3804,7600,-8
3805,7601,-9
3806,7603,-9
3807,7604,-10
3808,7610,-6
3809,7611,-7
3810,7613,-7
3811,7614,-8
3812,7617,-7
3813,7618,-8
3814,7620,-8
3815,7621,-9
3816,7625,-7
3817,7626,-8
3818,7628,-8
3819,7629,-9
3820,7632,-8
3821,7633,-9
3822,7635,-9
3823,7636,-10
3824,7641,-7
3825,7642,-8
3826,7644,-8
3827,7645,-9
3828,7648,-8
3829,7649,-9
3830,7651,-9
3831,7652,-10
3832,7656,-8
3833,7657,-9
3834,7659,-9
3835,7660,-10
3836,7663,-9
3837,7664,-10
3838,7666,-10
3839,7667,-11
3840,7676,-4
3841,7677,-5
3842,7679,-5
3843,7680,-6
3844,7683,-5
3845,7684,-6
3846,7686,-6
3847,7687,-7
3848,7691,-5
3849,7692,-6
3850,7694,-6
3851,7695,-7
3852,7698,-6
3853,7699,-7
3854,7701,-7
3855,7702,-8
3856,7707,-5
3857,7708,-6
3858,7710,-6
3859,7711,-7
3860,7714,-6
3861,7715,-7
3862,7717,-7
3863,7718,-8
3864,7722,-6
3865,7723,-7
3866,7725,-7
3867,7726,-8
3868,7729,-7
3869,7730,-8
3870,7732,-8
3871,7733,-9
3872,7739,-5
3873,7740,-6
3874,7742,-6
3875,7743,-7
3876,7746,-6
3877,7747,-7
3878,7749,-7
3879,7750,-8
3880,7754,-6
3881,7755,-7
3882,7757,-7
3883,7758,-8
3884,7761,-7
3885,7762,-8
3886,7764,-8
3887,7765,-9
3888,7770,-6
3889,7771,-7
3890,7773,-7
3891,7774,-8
3892,7777,-7
3893,7778,-8
3894,7780,-8
3895,7781,-9
3896,7785,-7
3897,7786,-8
3898,7788,-8
3899,7789,-9
3900,7792,-8
3901,7793,-9
3902,7795,-9
3903,7796,-10
3904,7803,-5
3905,7804,-6
3906,7806,-6
3907,7807,-7
3908,7810,-6
3909,7811,-7
3910,7813,-7
3911,7814,-8
3912,7818,-6
3913,7819,-7
3914,7821,-7
3915,7822,-8
3916,7825,-7
3917,7826,-8
3918,7828,-8
3919,7829,-9
3920,7834,-6
3921,7835,-7
3922,7837,-7
3923,7838,-8
3924,7841,-7
3925,7842,-8
3926,7844,-8
3927,7845,-9
3928,7849,-7
3929,7850,-8
3930,7852,-8
3931,7853,-9
3932,7856,-8
3933,7857,-9
3934,7859,-9
3935,7860,-10
3936,7866,-6
3937,7867,-7
3938,7869,-7
3939,7870,-8
3940,7873,-7
3941,7874,-8
3942,7876,-8
3943,7877,-9
3944,7881,-7
3945,7882,-8
3946,7884,-8
3947,7885,-9
3948,7888,-8
3949,7889,-9
3950,7891,-9
3951,7892,-10
3952,7897,-7
3953,7898,-8
3954,7900,-8
3955,7901,-9
3956,7904,-8
3957,7905,-9
3958,7907,-9
3959,7908,-10
3960,7912,-8
3961,7913,-9
3962,7915,-9
3963,7916,-10
3964,7919,-9
3965,7920,-10
3966,7922,-10
3967,7923,-11
3968,7931,-5
3969,7932,-6
3970,7934,-6
3971,7935,-7
3972,7938,-6
3973,7939,-7
3974,7941,-7
3975,7942,-8
3976,7946,-6
3977,7947,-7
3978,7949,-7
3979,7950,-8
3980,7953,-7
3981,7954,-8
3982,7956,-8
3983,7957,-9
3984,7962,-6
3985,7963,-7
3986,7965,-7
3987,7966,-8
3988,7969,-7
3989,7970,-8
3990,7972,-8
3991,7973,-9
3992,7977,-7
3993,7978,-8
3994,7980,-8
3995,7981,-9
3996,7984,-8
3997,7985,-9
3998,7987,-9
3999,7988,-10
4000,7994,-6
4001,7995,-7
4002,7997,-7
4003,7998,-8
4004,8001,-7
4005,8002,-8
4006,8004,-8
4007,8005,-9
4008,8009,-7
4009,8010,-8
4010,8012,-8
4011,8013,-9
4012,8016,-8
4013,8017,-9
4014,8019,-9
4015,8020,-10
4016,8025,-7
4017,8026,-8
4018,8028,-8
4019,8029,-9
4020,8032,-8
4021,8033,-9
4022,8035,-9
4023,8036,-10
4024,8040,-8
4025,8041,-9
4026,8043,-9
4027,8044,-10
4028,8047,-9
4029,8048,-10
4030,8050,-10
4031,8051,-11
4032,8058,-6
4033,8059,-7
4034,8061,-7
4035,8062,-8
4036,8065,-7
4037,8066,-8
4038,8068,-8
4039,8069,-9
4040,8073,-7
4041,8074,-8
4042,8076,-8
4043,8077,-9
4044,8080,-8
4045,8081,-9
4046,8083,-9
4047,8084,-10
4048,8089,-7
4049,8090,-8
4050,8092,-8
4051,8093,-9
4052,8096,-8
4053,8097,-9
4054,8099,-9
4055,8100,-10
4056,8104,-8
4057,8105,-9
4058,8107,-9
4059,8108,-10
4060,8111,-9
4061,8112,-10
4062,8114,-10
4063,8115,-11
4064,8121,-7
4065,8122,-8
4066,8124,-8
4067,8125,-9
4068,8128,-8
4069,8129,-9
4070,8131,-9
4071,8132,-10
4072,8136,-8
4073,8137,-9
4074,8139,-9
4075,8140,-10
4076,8143,-9
4077,8144,-10
4078,8146,-10
4079,8147,-11
4080,8152,-8
4081,8153,-9
4082,8155,-9
4083,8156,-10
4084,8159,-9
4085,8160,-10
4086,8162,-10
4087,8163,-11
4088,8167,-9
4089,8168,-10
4090,8170,-10
4091,8171,-11
4092,8174,-10
4093,8175,-11
4094,8177,-11
4095,8178,-12
4096,8191,-1
